Year,H.S Code,Commodity Description,Country,Value (S.R),Weight (kg)
2019,8041029,OTHER DATES,UNITED KINGDOM,2197758.0,"199,132"
2019,8041029,OTHER DATES,NORWAY,17863.0,795
2019,8041029,OTHER DATES,AUSTRIA,4040.0,372
2019,8041029,OTHER DATES,INDIA,5808306.0,"456,542"
2019,8041029,OTHER DATES,U.S.A,322877.0,"36,376"
2019,8041029,OTHER DATES,JAPAN,270188.0,"6,995"
2019,8041029,OTHER DATES,INDONESIA,2306139.0,"522,778"
2019,8041029,OTHER DATES,UGANDA,3041.0,185
2019,8041029,OTHER DATES,ITALY,2744.0,472
2019,8041029,OTHER DATES,PAKISTAN,548549.0,"58,966"
2019,8041029,OTHER DATES,BRUNEI DARUSSALAM,544688.0,"22,120"
2019,8041029,OTHER DATES,BELGIUM,1125981.0,"79,396"
2019,8041029,OTHER DATES,BANGLADESH,462090.0,"221,181"
2019,8041029,OTHER DATES,POLAND,327.0,41
2019,8041029,OTHER DATES,TAIWAN,4091.0,720
2019,8041029,OTHER DATES,TURKEY,687624.0,"805,486"
2019,8041029,OTHER DATES,TANZANIA,27112.0,"27,705"
2019,8041029,OTHER DATES,TOGO,20000.0,"15,162"
2019,8041029,OTHER DATES,GAMBIA,41475.0,"22,000"
2019,8041029,OTHER DATES,MALDIVES,137726.0,"2,959"
2019,8041029,OTHER DATES,SOMALIA,2141605.0,"818,960"
2019,8041029,OTHER DATES,SOUTH AFRICA,620568.0,"45,591"
2019,8041029,OTHER DATES,DJIBOUTI,1935250.0,"665,380"
2019,8041029,OTHER DATES,RUSSIAN FEDERATION,730546.0,"103,053"
2019,8041029,OTHER DATES,ZAMBIA,35271.0,"2,938"
2019,8041029,OTHER DATES,ZIMBABWE,2749.0,91
2019,8041029,OTHER DATES,COTE D'IVOIRE,4000.0,"24,000"
2019,8041029,OTHER DATES,SULTANATE OF OMAN,14744399.0,"2,036,751"
2019,8041029,OTHER DATES,SINGAPORE,1163157.0,"52,243"
2019,8041029,OTHER DATES,SWITZERLAND,28627.0,"2,127"
2019,8041029,OTHER DATES,SIERRA LEONE,18293.0,"52,000"
2019,8041029,OTHER DATES,SRI LANKA,31515.0,"18,330"
2019,8041029,OTHER DATES,SEYCHELLES,2180.0,410
2019,8041029,OTHER DATES,TAJIKISTAN,22833.0,"5,319"
2019,8041029,OTHER DATES,GHANA,4800.0,"4,000"
2019,8041029,OTHER DATES,GUINEA,24474.0,"39,250"
2019,8041029,OTHER DATES,FRANCE,301176.0,"30,371"
2019,8041029,OTHER DATES,KYRGYZSTAN,130071.0,"6,715"
2019,8041029,OTHER DATES,KAZAKHSTAN,79656.0,"11,366"
2019,8041029,OTHER DATES,CANADA,154729.0,"30,453"
2019,8041029,OTHER DATES,KENYA,39536.0,"24,409"
2019,8041029,OTHER DATES,LEBANON,8774871.0,"1,359,026"
2019,8041029,OTHER DATES,MALAYSIA,2361220.0,"130,072"
2019,8041029,OTHER DATES,EGYPT,1804194.0,"700,964"
2019,8041029,OTHER DATES,MALAWI,5825.0,431
2019,8041029,OTHER DATES,MAURITIUS,19210.0,619
2019,8041029,OTHER DATES,MOZAMBIQUE,1275.0,100
2019,8041029,OTHER DATES,NIGERIA,15542.0,"6,056"
2019,8041029,OTHER DATES,NEW ZEALAND,4002.0,511
2019,8041029,OTHER DATES,NETHERLANDS,317419.0,"27,751"
2019,8041029,OTHER DATES,HONG KONG,263308.0,"15,659"
2020,8041010,FRESH DATES,UZBEKISTAN,185625.0,"99,000"
2020,8041010,FRESH DATES,ETHIOPIA,2919390.0,"1,640,410"
2020,8041010,FRESH DATES,SPAIN,220000.0,"82,000"
2020,8041010,FRESH DATES,AUSTRALIA,4185525.0,"457,674"
2020,8041010,FRESH DATES,AFGHANISTAN,280560.0,"26,000"
2020,8041010,FRESH DATES,ARGENTINA,26501.0,"5,000"
2020,8041010,FRESH DATES,JORDAN,14327209.0,"2,672,778"
2020,8041010,FRESH DATES,UNITED ARAB EMIRATES,2503217.0,"398,929"
2020,8041010,FRESH DATES,ALBANIA,407243.0,"122,419"
2020,8041010,FRESH DATES,BAHRAIN,621340.0,"335,259"
2020,8041010,FRESH DATES,BOSNIA & HERZEGOVINA,543899.0,"161,398"
2020,8041010,FRESH DATES,REPUBLIC OF YEMEN,504095.0,"263,351"
2020,8041010,FRESH DATES,DENMARK,61020.0,"23,000"
2020,8041010,FRESH DATES,SENEGAL,546553.0,"198,100"
2020,8041010,FRESH DATES,SUDAN,1057505.0,"223,350"
2020,8041010,FRESH DATES,SWEDEN,3255865.0,"468,957"
2020,8041010,FRESH DATES,CHINA,1914818.0,"1,391,022"
2020,8041010,FRESH DATES,PHILIPPINES,388300.0,"80,000"
2020,8041010,FRESH DATES,CAMEROON,26501.0,"5,000"
2020,8041010,FRESH DATES,KUWAIT,5432545.0,"1,622,744"
2020,8041010,FRESH DATES,GERMANY,3902181.0,"557,860"
2020,8041010,FRESH DATES,MOROCCO,49610830.0,"5,653,789"
2020,8041010,FRESH DATES,UNITED KINGDOM,17913925.0,"1,856,310"
2020,8041010,FRESH DATES,NORWAY,282629.0,"56,440"
2020,8041010,FRESH DATES,NIGER,3904125.0,"533,000"
2020,8041010,FRESH DATES,INDIA,22716656.0,"5,864,272"
2020,8041010,FRESH DATES,U.S.A,6590308.0,"513,815"
2020,8041010,FRESH DATES,JAPAN,4238639.0,"111,028"
2020,8041010,FRESH DATES,GREECE,144000.0,"25,500"
2020,8041010,FRESH DATES,INDONESIA,25082470.0,"5,730,422"
2020,8041010,FRESH DATES,UGANDA,37099.0,"7,000"
2020,8041010,FRESH DATES,ITALY,71146.0,"23,500"
2020,8041010,FRESH DATES,PAKISTAN,2215516.0,"569,078"
2020,8041010,FRESH DATES,BRUNEI DARUSSALAM,4450325.0,"194,400"
2020,8041010,FRESH DATES,BURUNDI,6969.0,"6,000"
2020,8041010,FRESH DATES,BELGIUM,1993769.0,"308,005"
2020,8041010,FRESH DATES,BANGLADESH,6249370.0,"2,728,585"
2020,8041010,FRESH DATES,BENIN,596968.0,"142,000"
2020,8041010,FRESH DATES,POLAND,37050.0,"4,000"
2020,8041010,FRESH DATES,THAILAND,63099.0,"27,800"
2020,8041010,FRESH DATES,TAIWAN,30000.0,"6,000"
2020,8041010,FRESH DATES,TURKEY,44945285.0,"9,365,250"
2020,8041010,FRESH DATES,TRINIDAD & TOBAGO,47610.0,"10,550"
2020,8041010,FRESH DATES,CHAD,3058301.0,"211,000"
2020,8041010,FRESH DATES,TANZANIA,2712413.0,"594,727"
2020,8041010,FRESH DATES,TOGO,206414.0,"75,000"
2020,8041010,FRESH DATES,GAMBIA,366345.0,"143,600"
2020,8041010,FRESH DATES,COMOROS,1000.0,"3,000"
2020,8041010,FRESH DATES,MALDIVES,373955.0,"55,585"
2020,8041010,FRESH DATES,SOMALIA,4839874.0,"1,618,245"
2020,8041010,FRESH DATES,SOUTH AFRICA,2369078.0,"358,475"
2020,8041010,FRESH DATES,DJIBOUTI,4341174.0,"1,234,030"
2020,8041010,FRESH DATES,RWANDA,6969.0,"12,000"
2020,8041010,FRESH DATES,RUSSIAN FEDERATION,5065203.0,"568,046"
2020,8041010,FRESH DATES,ZAMBIA,529999.0,"100,000"
2020,8041010,FRESH DATES,COTE D'IVOIRE,31665.0,"28,584"
2020,8041010,FRESH DATES,SULTANATE OF OMAN,169550.0,"66,000"
2020,8041010,FRESH DATES,SINGAPORE,2595831.0,"155,418"
2020,8041010,FRESH DATES,SYRIA,30000.0,"10,500"
2020,8041010,FRESH DATES,SWITZERLAND,186891.0,"15,000"
2020,8041010,FRESH DATES,SIERRA LEONE,837089.0,"61,000"
2020,8041010,FRESH DATES,SRI LANKA,2992174.0,"735,473"
2020,8041010,FRESH DATES,TAJIKISTAN,121800.0,"38,580"
2020,8041010,FRESH DATES,GHANA,304109.0,"79,550"
2020,8041010,FRESH DATES,GUYANA,38003.0,"18,000"
2020,8041010,FRESH DATES,GUINEA,58970.0,"69,100"
2020,8041010,FRESH DATES,FRANCE,5341063.0,"664,221"
2020,8041010,FRESH DATES,KAZAKHSTAN,316901.0,"69,000"
2020,8041010,FRESH DATES,CAMBODIA,70000.0,"28,000"
2020,8041010,FRESH DATES,CANADA,6321752.0,"677,775"
2020,8041010,FRESH DATES,CUBA,10969.0,"2,710"
2020,8041010,FRESH DATES,SOUTH KOREA,37000.0,"21,000"
2020,8041010,FRESH DATES,KENYA,1094527.0,"319,250"
2020,8041010,FRESH DATES,LEBANON,8526394.0,"1,540,634"
2020,8041010,FRESH DATES,LIBYA,100107.0,"6,810"
2020,8041010,FRESH DATES,MALAYSIA,11249883.0,"1,163,353"
2020,8041010,FRESH DATES,EGYPT,9928099.0,"3,090,562"
2020,8041010,FRESH DATES,MAURITANIA,1782841.0,"503,850"
2020,8041010,FRESH DATES,MAURITIUS,965025.0,"63,200"
2020,8041010,FRESH DATES,MOZAMBIQUE,264999.0,"50,000"
2020,8041010,FRESH DATES,NIGERIA,197567.0,"50,600"
2020,8041010,FRESH DATES,NEW ZEALAND,92888.0,"6,450"
2020,8041010,FRESH DATES,HAITI,132500.0,"25,000"
2020,8041010,FRESH DATES,NETHERLANDS,7749871.0,"1,020,788"
2020,8041010,FRESH DATES,HONG KONG,22799.0,980
2020,8041021,STORED DATES,UZBEKISTAN,5221.0,"1,050"
2020,8041021,STORED DATES,ETHIOPIA,1909210.0,"360,713"
2020,8041021,STORED DATES,AZERBAIJAN,2697.0,297
2020,8041021,STORED DATES,SPAIN,1703.0,160
2020,8041021,STORED DATES,AUSTRALIA,169928.0,"23,475"
2020,8041021,STORED DATES,AFGHANISTAN,797732.0,"150,280"
2020,8041021,STORED DATES,JORDAN,3880121.0,"626,667"
2020,8041021,STORED DATES,UNITED ARAB EMIRATES,128498762.0,"30,765,049"
2020,8041021,STORED DATES,ALBANIA,216875.0,"67,000"
2020,8041021,STORED DATES,BAHRAIN,8204737.0,"2,475,634"
2020,8041021,STORED DATES,PORTUGAL,1704.0,220
2020,8041021,STORED DATES,BOSNIA & HERZEGOVINA,2030.0,240
2020,8041021,STORED DATES,CZECH REPUBLIC,1000.0,131
2020,8041021,STORED DATES,ALGERIA,1858392.0,"350,360"
2020,8041021,STORED DATES,REPUBLIC OF YEMEN,98968980.0,"47,860,715"
2020,8041021,STORED DATES,SENEGAL,76783.0,"24,543"
2020,8041021,STORED DATES,SUDAN,1128945.0,"366,759"
2020,8041021,STORED DATES,SWEDEN,991888.0,"145,196"
2020,8041021,STORED DATES,CHINA,1569920.0,"148,911"
2020,8041021,STORED DATES,IRAQ,4353.0,675
2020,8041021,STORED DATES,PHILIPPINES,6301.0,"2,059"
2020,8041021,STORED DATES,CAMEROON,265000.0,"50,000"
2020,8041021,STORED DATES,KUWAIT,13525331.0,"3,769,764"
2020,8041021,STORED DATES,GERMANY,1292851.0,"153,975"
2020,8041021,STORED DATES,HUNGARY,1000.0,33
2020,8041021,STORED DATES,MOROCCO,7686882.0,"1,158,613"
2020,8041021,STORED DATES,UNITED KINGDOM,4467626.0,"580,329"
2020,8041021,STORED DATES,NORWAY,1704.0,220
2020,8041021,STORED DATES,AUSTRIA,8414.0,819
2020,8041021,STORED DATES,INDIA,1185907.0,"179,908"
2020,8041021,STORED DATES,U.S.A,6621750.0,"539,141"
2020,8041021,STORED DATES,JAPAN,588573.0,"23,700"
2020,8041021,STORED DATES,GREECE,1701.0,160
2020,8041021,STORED DATES,INDONESIA,6768184.0,"900,399"
2020,8041021,STORED DATES,UKRAINE,3396.0,420
2020,8041021,STORED DATES,IRELAND,184460.0,"22,552"
2020,8041021,STORED DATES,ITALY,20462.0,802
2020,8041021,STORED DATES,PAKISTAN,1259069.0,"244,853"
2020,8041021,STORED DATES,BRUNEI DARUSSALAM,221607.0,"14,220"
2020,8041021,STORED DATES,BELGIUM,569667.0,"58,951"
2020,8041021,STORED DATES,BANGLADESH,3721372.0,"482,860"
2020,8041021,STORED DATES,BENIN,12500.0,"6,200"
2020,8041021,STORED DATES,POLAND,139552.0,"7,409"
2020,8041021,STORED DATES,THAILAND,52500.0,"15,000"
2020,8041021,STORED DATES,TAIWAN,95877.0,"4,425"
2020,8041021,STORED DATES,TURKEY,1876875.0,"564,792"
2020,8041021,STORED DATES,CHAD,532009.0,"100,190"
2020,8041021,STORED DATES,TANZANIA,310845.0,"114,050"
2020,8041021,STORED DATES,TOGO,25000.0,"5,000"
2020,8041021,STORED DATES,TUNISIA,5430.0,570
2020,8041021,STORED DATES,GAMBIA,106105.0,"457,955"
2020,8041021,STORED DATES,MALDIVES,4082.0,510
2020,8041021,STORED DATES,SOMALIA,23902397.0,"7,989,920"
2020,8041021,STORED DATES,SOUTH AFRICA,162934.0,"24,481"
2020,8041021,STORED DATES,GEORGIA,255540.0,"64,800"
2020,8041021,STORED DATES,DJIBOUTI,763548.0,"340,186"
2020,8041021,STORED DATES,RUSSIAN FEDERATION,360521.0,"55,651"
2020,8041021,STORED DATES,ROMANIA,1702.0,220
2020,8041021,STORED DATES,COTE D'IVOIRE,11050.0,"16,000"
2020,8041021,STORED DATES,SAO TOME AND PRINCIPE,265000.0,"50,000"
2020,8041021,STORED DATES,SULTANATE OF OMAN,39630995.0,"8,942,116"
2020,8041021,STORED DATES,SINGAPORE,1500315.0,"110,940"
2020,8041021,STORED DATES,SWITZERLAND,168260.0,"16,108"
2020,8041021,STORED DATES,SRI LANKA,265142.0,"55,758"
2020,8041021,STORED DATES,TAJIKISTAN,267030.0,"50,210"
2020,8041021,STORED DATES,GHANA,35000.0,"13,000"
2020,8041021,STORED DATES,GUINEA,186057.0,"95,958"
2020,8041021,STORED DATES,FRANCE,208154.0,"13,079"
2020,8041021,STORED DATES,KAZAKHSTAN,11666.0,626
2020,8041021,STORED DATES,CANADA,7049921.0,"802,154"
2020,8041021,STORED DATES,SOUTH KOREA,601476.0,"29,771"
2020,8041021,STORED DATES,KENYA,972270.0,"171,213"
2020,8041021,STORED DATES,LEBANON,1772644.0,"524,325"
2020,8041021,STORED DATES,MALAYSIA,7748103.0,"580,479"
2020,8041021,STORED DATES,MADAGASCAR,265000.0,"50,000"
2020,8041021,STORED DATES,EGYPT,1239245.0,"441,839"
2020,8041021,STORED DATES,MAURITANIA,3651110.0,"1,054,424"
2020,8041021,STORED DATES,NEPAL,265000.0,"50,000"
2020,8041021,STORED DATES,NIGERIA,596650.0,"113,820"
2020,8041021,STORED DATES,NICARAGUA,1643000.0,"310,000"
2020,8041021,STORED DATES,NEW ZEALAND,141209.0,"24,500"
2020,8041021,STORED DATES,NETHERLANDS,1754870.0,"81,383"
2020,8041021,STORED DATES,HONG KONG,273799.0,"9,921"
2020,8041021,STORED DATES,HONDURAS,2453900.0,"463,000"
2020,8041029,OTHER DATES,UZBEKISTAN,126000.0,"63,000"
2020,8041029,OTHER DATES,ETHIOPIA,1549.0,37
2020,8041029,OTHER DATES,ERITREA,240.0,200
2020,8041029,OTHER DATES,SPAIN,112111.0,"2,279"
2020,8041029,OTHER DATES,AUSTRALIA,3184.0,334
2020,8041029,OTHER DATES,JORDAN,19412190.0,"4,047,181"
2020,8041029,OTHER DATES,UNITED ARAB EMIRATES,77492469.0,"15,709,029"
2020,8041029,OTHER DATES,ALBANIA,44240.0,"13,430"
2020,8041029,OTHER DATES,BAHRAIN,259280.0,"58,781"
2020,8041029,OTHER DATES,CZECH REPUBLIC,860.0,87
2020,8041029,OTHER DATES,SENEGAL,22000.0,"13,000"
2020,8041029,OTHER DATES,SUDAN,2903.0,345
2020,8041029,OTHER DATES,SWEDEN,86415.0,"23,050"
2020,8041029,OTHER DATES,CHINA,1365406.0,"591,691"
2020,8041029,OTHER DATES,IRAQ,3116635.0,"1,023,560"
2020,8041029,OTHER DATES,PHILIPPINES,22725.0,"14,600"
2020,8041029,OTHER DATES,KUWAIT,81368253.0,"14,604,113"
2020,8041029,OTHER DATES,GERMANY,107609.0,"7,211"
2020,8041029,OTHER DATES,MOROCCO,517.0,24
2020,8041029,OTHER DATES,UNITED KINGDOM,2131762.0,"223,690"
2020,8041029,OTHER DATES,NORWAY,73534.0,"12,712"
2020,8041029,OTHER DATES,AUSTRIA,1597.0,192
2020,8041029,OTHER DATES,NIGER,2000.0,"6,000"
2020,8041029,OTHER DATES,INDIA,4544526.0,"865,680"
2020,8041029,OTHER DATES,U.S.A,466129.0,"40,033"
2020,8041029,OTHER DATES,INDONESIA,1478253.0,"433,084"
2020,8041029,OTHER DATES,ITALY,3371.0,555
2020,8041029,OTHER DATES,PAKISTAN,610433.0,"42,250"
2020,8041029,OTHER DATES,BELGIUM,731283.0,"43,994"
2020,8041029,OTHER DATES,BANGLADESH,7518509.0,"3,341,274"
2020,8041029,OTHER DATES,PANAMA,2432.0,564
2020,8041029,OTHER DATES,BENIN,300.0,"1,000"
2020,8041029,OTHER DATES,TURKEY,1294580.0,"381,983"
2020,8041029,OTHER DATES,TANZANIA,467410.0,"138,000"
2020,8041029,OTHER DATES,TOGO,3018.0,"10,000"
2020,8041029,OTHER DATES,GAMBIA,92000.0,"39,000"
2020,8041029,OTHER DATES,MALDIVES,301513.0,"9,495"
2020,8041029,OTHER DATES,SOMALIA,2842370.0,"1,420,421"
2020,8041029,OTHER DATES,SOUTH AFRICA,224865.0,"14,541"
2020,8041029,OTHER DATES,DJIBOUTI,1697000.0,"729,020"
2020,8041029,OTHER DATES,RUSSIAN FEDERATION,277076.0,"42,761"
2020,8041029,OTHER DATES,ZAMBIA,9140.0,792
2020,8041029,OTHER DATES,SULTANATE OF OMAN,6174006.0,"1,192,675"
2020,8041029,OTHER DATES,SINGAPORE,1637001.0,"81,167"
2020,8041029,OTHER DATES,SWITZERLAND,3212.0,300
2020,8041029,OTHER DATES,SRI LANKA,99513.0,"33,000"
2020,8041029,OTHER DATES,SEYCHELLES,762.0,45
2020,8041029,OTHER DATES,TAJIKISTAN,14249.0,"21,070"
2020,8041029,OTHER DATES,GHANA,20900.0,"25,500"
2020,8041029,OTHER DATES,GUINEA,29000.0,"32,000"
2020,8041029,OTHER DATES,FRANCE,145289.0,"8,798"
2020,8041029,OTHER DATES,KYRGYZSTAN,899.0,164
2020,8041029,OTHER DATES,KAZAKHSTAN,151696.0,"50,560"
2020,8041029,OTHER DATES,CANADA,425765.0,"89,140"
2020,8041029,OTHER DATES,KENYA,61437.0,"21,349"
2020,8041029,OTHER DATES,LEBANON,7354168.0,"1,550,799"
2020,8041029,OTHER DATES,LIBYA,53750.0,"52,000"
2020,8041029,OTHER DATES,MALAYSIA,2156001.0,"313,323"
2020,8041029,OTHER DATES,EGYPT,94910.0,"112,608"
2020,8041029,OTHER DATES,MAURITANIA,26600.0,"29,000"
2020,8041029,OTHER DATES,MAURITIUS,10000.0,410
2020,8041029,OTHER DATES,MOZAMBIQUE,1461.0,145
2020,8041029,OTHER DATES,MOLDOVA,9764.0,125
2020,8041029,OTHER DATES,NIGERIA,823.0,83
2020,8041029,OTHER DATES,NEW ZEALAND,1538.0,217
2020,8041029,OTHER DATES,NETHERLANDS,145447.0,"21,773"
2020,8041029,OTHER DATES,HONG KONG,255106.0,"13,989"
2021,8041010,FRESH DATES,ALBANIA,308123.0,"70,084"
2021,8041010,FRESH DATES,UZBEKISTAN,327956.0,"71,000"
2021,8041010,FRESH DATES,UGANDA,37099.0,"7,000"
2021,8041010,FRESH DATES,UKRAINE,64937.0,"11,740"
2021,8041010,FRESH DATES,ETHIOPIA,5173249.0,"2,320,570"
2021,8041010,FRESH DATES,AZERBAIJAN,1275183.0,"111,245"
2021,8041010,FRESH DATES,ERITREA,2660.0,932
2021,8041010,FRESH DATES,SPAIN,336884.0,"40,609"
2021,8041010,FRESH DATES,AUSTRALIA,4859038.0,"461,051"
2021,8041010,FRESH DATES,AFGHANISTAN,77256.0,"25,402"
2021,8041010,FRESH DATES,ARGENTINA,26501.0,"5,000"
2021,8041010,FRESH DATES,JORDAN,15851172.0,"3,180,894"
2021,8041010,FRESH DATES,UNITED ARAB EMIRATES,1197470.0,"182,556"
2021,8041010,FRESH DATES,BAHRAIN,425086.0,"169,339"
2021,8041010,FRESH DATES,BRAZIL,1778.0,320
2021,8041010,FRESH DATES,BOSNIA AND HERZEGOVINA,307402.0,"58,000"
2021,8041010,FRESH DATES,ALGERIA,2053015.0,"350,380"
2021,8041010,FRESH DATES,REPUBLIC OF YEMEN,895570.0,"524,095"
2021,8041010,FRESH DATES,SENEGAL,515150.0,"184,177"
2021,8041010,FRESH DATES,SUDAN,2863518.0,"762,492"
2021,8041010,FRESH DATES,SWEDEN,4126640.0,"683,167"
2021,8041010,FRESH DATES,CHINA,7742987.0,"4,244,502"
2021,8041010,FRESH DATES,IRAQ,4399.0,680
2021,8041010,FRESH DATES,PHILIPPINES,830207.0,"127,105"
2021,8041010,FRESH DATES,CAMEROON,293001.0,"55,500"
2021,8041010,FRESH DATES,KUWAIT,15161752.0,"3,388,977"
2021,8041010,FRESH DATES,MALDIVES,246777.0,"18,836"
2021,8041010,FRESH DATES,GERMANY,9272502.0,"1,068,531"
2021,8041010,FRESH DATES,MOROCCO,63654043.0,"7,740,662"
2021,8041010,FRESH DATES,UNITED KINGDOM,21075691.0,"2,425,071"
2021,8041010,FRESH DATES,NORWAY,191854.0,"50,200"
2021,8041010,FRESH DATES,AUSTRIA,21870.0,"3,815"
2021,8041010,FRESH DATES,NIGER,547675.0,"124,000"
2021,8041010,FRESH DATES,INDIA,36825881.0,"9,521,176"
2021,8041010,FRESH DATES,U.S.A,7579898.0,"704,847"
2021,8041010,FRESH DATES,JAPAN,3058159.0,"98,547"
2021,8041010,FRESH DATES,GREECE,504971.0,"108,500"
2021,8041010,FRESH DATES,INDONESIA,59907129.0,"13,891,637"
2021,8041010,FRESH DATES,ITALY,151574.0,"57,992"
2021,8041010,FRESH DATES,PAKISTAN,2140280.0,"652,630"
2021,8041010,FRESH DATES,BRUNEI DARUSSALAM,4948215.0,"261,658"
2021,8041010,FRESH DATES,BELGIUM,2289045.0,"324,129"
2021,8041010,FRESH DATES,BULGARIA,265000.0,"50,000"
2021,8041010,FRESH DATES,BANGLADESH,14858824.0,"5,915,393"
2021,8041010,FRESH DATES,BENIN,282494.0,"112,300"
2021,8041010,FRESH DATES,BURKINA FASO,265001.0,"50,000"
2021,8041010,FRESH DATES,BURUNDI,17675.0,"24,000"
2021,8041010,FRESH DATES,THAILAND,74599.0,"22,000"
2021,8041010,FRESH DATES,TAIWAN,82013.0,"4,100"
2021,8041010,FRESH DATES,TURKEY,31460348.0,"7,981,483"
2021,8041010,FRESH DATES,TRINIDAD AND TOBAGO,363782.0,"49,180"
2021,8041010,FRESH DATES,CHAD,588300.0,"111,000"
2021,8041010,FRESH DATES,TANZANIA,2129339.0,"668,483"
2021,8041010,FRESH DATES,TOGO,557936.0,"185,000"
2021,8041010,FRESH DATES,TUNISIA,3536.0,600
2021,8041010,FRESH DATES,GAMBIA,410675.0,"178,110"
2021,8041010,FRESH DATES,COMOROS,312567.0,"80,000"
2021,8041010,FRESH DATES,SOMALIA,20813204.0,"8,632,410"
2021,8041010,FRESH DATES,SOUTH SUDAN,286585.0,"50,000"
2021,8041010,FRESH DATES,SOUTH AFRICA,2578719.0,"468,233"
2021,8041010,FRESH DATES,DJIBOUTI,15890702.0,"5,708,890"
2021,8041010,FRESH DATES,RUSSIAN FEDERATION,4550344.0,"578,855"
2021,8041010,FRESH DATES,ZAMBIA,265000.0,"50,000"
2021,8041010,FRESH DATES,COTE D'IVOIRE,427605.0,"85,000"
2021,8041010,FRESH DATES,SRI LANKA,2404492.0,"565,962"
2021,8041010,FRESH DATES,SULTANATE OF OMAN,591155.0,"259,394"
2021,8041010,FRESH DATES,SLOVENIA,54919.0,"11,440"
2021,8041010,FRESH DATES,SINGAPORE,4138503.0,"280,122"
2021,8041010,FRESH DATES,SYRIA,153563.0,"23,400"
2021,8041010,FRESH DATES,SWITZERLAND,1303141.0,"51,800"
2021,8041010,FRESH DATES,SIERRA LEONE,94419.0,"60,600"
2021,8041010,FRESH DATES,TAJIKISTAN,176957.0,"44,543"
2021,8041010,FRESH DATES,GHANA,313185.0,"74,500"
2021,8041010,FRESH DATES,GUINEA,651725.0,"286,430"
2021,8041010,FRESH DATES,FRENCH GUIANA,19540.0,"24,500"
2021,8041010,FRESH DATES,FRANCE,5470260.0,"793,210"
2021,8041010,FRESH DATES,VENEZUELA,54900.0,"12,750"
2021,8041010,FRESH DATES,KYRGYZSTAN,29400.0,"19,600"
2021,8041010,FRESH DATES,QATAR,19049.0,"2,924"
2021,8041010,FRESH DATES,KAZAKHSTAN,1254062.0,"383,650"
2021,8041010,FRESH DATES,CROATIA,38368.0,"23,772"
2021,8041010,FRESH DATES,CANADA,7304124.0,"1,031,250"
2021,8041010,FRESH DATES,CUBA,10969.0,"2,710"
2021,8041010,FRESH DATES,SOUTH KOREA,251480.0,"15,292"
2021,8041010,FRESH DATES,KENYA,3832653.0,"1,208,007"
2021,8041010,FRESH DATES,LEBANON,3950872.0,"1,631,337"
2021,8041010,FRESH DATES,LIBYA,570655.0,"92,884"
2021,8041010,FRESH DATES,LIBERIA,265000.0,"50,000"
2021,8041010,FRESH DATES,MALI,265001.0,"50,000"
2021,8041010,FRESH DATES,MALAYSIA,33629789.0,"3,382,753"
2021,8041010,FRESH DATES,MADAGASCAR,265000.0,"50,000"
2021,8041010,FRESH DATES,EGYPT,10033235.0,"6,031,453"
2021,8041010,FRESH DATES,MAURITANIA,5694343.0,"2,062,247"
2021,8041010,FRESH DATES,MAURITIUS,408748.0,"53,381"
2021,8041010,FRESH DATES,NIGERIA,561711.0,"118,899"
2021,8041010,FRESH DATES,NICARAGUA,1757904.0,"310,000"
2021,8041010,FRESH DATES,NEW ZEALAND,177735.0,"21,000"
2021,8041010,FRESH DATES,HONDURAS,2655693.0,"463,000"
2021,8041010,FRESH DATES,NETHERLANDS,10463626.0,"1,336,247"
2021,8041010,FRESH DATES,HONG KONG,492078.0,"24,161"
2021,8041021,PRESSED DATES,ALBANIA,132499.0,"25,000"
2021,8041021,PRESSED DATES,UZBEKISTAN,34488.0,"5,045"
2021,8041021,PRESSED DATES,UGANDA,1000.0,96
2021,8041021,PRESSED DATES,UKRAINE,1815.0,390
2021,8041021,PRESSED DATES,ETHIOPIA,261771.0,"95,900"
2021,8041021,PRESSED DATES,AZERBAIJAN,6143.0,"2,046"
2021,8041021,PRESSED DATES,ERITREA,529999.0,"100,000"
2021,8041021,PRESSED DATES,SPAIN,98372.0,"10,336"
2021,8041021,PRESSED DATES,AUSTRALIA,988443.0,"59,264"
2021,8041021,PRESSED DATES,AFGHANISTAN,535300.0,"100,000"
2021,8041021,PRESSED DATES,ARGENTINA,1775.0,310
2021,8041021,PRESSED DATES,JORDAN,26138731.0,"5,689,013"
2021,8041021,PRESSED DATES,UNITED ARAB EMIRATES,170517302.0,"48,915,209"
2021,8041021,PRESSED DATES,BAHRAIN,8288014.0,"2,699,848"
2021,8041021,PRESSED DATES,PORTUGAL,1775.0,310
2021,8041021,PRESSED DATES,BOSNIA AND HERZEGOVINA,4064.0,"1,840"
2021,8041021,PRESSED DATES,GABON,2000.0,"1,283"
2021,8041021,PRESSED DATES,ALGERIA,92344.0,"22,268"
2021,8041021,PRESSED DATES,REPUBLIC OF YEMEN,124856947.0,"66,582,492"
2021,8041021,PRESSED DATES,SENEGAL,212385.0,"60,890"
2021,8041021,PRESSED DATES,SUDAN,786854.0,"388,007"
2021,8041021,PRESSED DATES,SWEDEN,181743.0,"39,352"
2021,8041021,PRESSED DATES,CHINA,282584.0,"124,324"
2021,8041021,PRESSED DATES,IRAQ,6300.0,776
2021,8041021,PRESSED DATES,PHILIPPINES,2775.0,664
2021,8041021,PRESSED DATES,KUWAIT,39062107.0,"8,184,195"
