Year,H.S Code,Commodity Description,Country,Value (S.R),Weight (kg)
2018,8041010,FRESH DATES,AZERBAIJAN,500.0,160
2018,8041010,FRESH DATES,ERITREA,10307.0,"2,000"
2018,8041010,FRESH DATES,SPAIN,20590.0,"4,467"
2018,8041010,FRESH DATES,AUSTRALIA,293178.0,"43,708"
2018,8041010,FRESH DATES,ESTONIA,220457.0,"14,578"
2018,8041010,FRESH DATES,AFGHANISTAN,795000.0,"150,000"
2018,8041010,FRESH DATES,JORDAN,20264763.0,"3,687,241"
2018,8041010,FRESH DATES,UNITED ARAB EMIRATES,12577196.0,"2,399,307"
2018,8041010,FRESH DATES,ALBANIA,68102.0,"21,000"
2018,8041010,FRESH DATES,BAHRAIN,141873.0,"27,392"
2018,8041010,FRESH DATES,BOSNIA & HERZEGOVINA,182161.0,"73,500"
2018,8041010,FRESH DATES,CZECH REPUBLIC,93591.0,"8,492"
2018,8041010,FRESH DATES,ALGERIA,700.0,200
2018,8041010,FRESH DATES,REPUBLIC OF YEMEN,2413931.0,"956,771"
2018,8041010,FRESH DATES,SENEGAL,159310.0,"68,579"
2018,8041010,FRESH DATES,SUDAN,618595.0,"199,629"
2018,8041010,FRESH DATES,SWEDEN,440694.0,"108,091"
2018,8041010,FRESH DATES,CHINA,3706322.0,"1,529,630"
2018,8041010,FRESH DATES,IRAQ,906480.0,"309,490"
2018,8041010,FRESH DATES,PHILIPPINES,321015.0,"60,451"
2018,8041010,FRESH DATES,CAMEROON,530000.0,"100,000"
2018,8041010,FRESH DATES,KUWAIT,14320100.0,"3,835,337"
2018,8041010,FRESH DATES,GERMANY,1671932.0,"154,161"
2018,8041010,FRESH DATES,MOROCCO,22434008.0,"2,488,552"
2018,8041010,FRESH DATES,UNITED KINGDOM,4669510.0,"504,373"
2018,8041010,FRESH DATES,NORWAY,111656.0,"28,150"
2018,8041010,FRESH DATES,INDIA,14019629.0,"3,089,334"
2018,8041010,FRESH DATES,U.S.A,6170300.0,"620,378"
2018,8041010,FRESH DATES,GREECE,500.0,150
2018,8041010,FRESH DATES,INDONESIA,3091661.0,"671,742"
2018,8041010,FRESH DATES,IRELAND,98150.0,"18,045"
2018,8041010,FRESH DATES,ITALY,7538.0,"3,400"
2018,8041010,FRESH DATES,PAKISTAN,1140003.0,"218,695"
2018,8041010,FRESH DATES,BRUNEI DARUSSALAM,205461.0,"17,395"
2018,8041010,FRESH DATES,BELGIUM,1072673.0,"146,293"
2018,8041010,FRESH DATES,BANGLADESH,4981641.0,"1,032,731"
2018,8041010,FRESH DATES,PANAMA,9838.0,"1,188"
2018,8041010,FRESH DATES,BENIN,93500.0,"56,000"
2018,8041010,FRESH DATES,THAILAND,65822.0,"17,638"
2018,8041010,FRESH DATES,TURKEY,56384042.0,"9,815,329"
2018,8041010,FRESH DATES,TRINIDAD & TOBAGO,200625.0,"27,550"
2018,8041010,FRESH DATES,TANZANIA,1270950.0,"273,155"
2018,8041010,FRESH DATES,TOGO,78900.0,"36,330"
2018,8041010,FRESH DATES,GAMBIA,128540.0,"45,000"
2018,8041010,FRESH DATES,COMOROS,184921.0,"25,290"
2018,8041010,FRESH DATES,MALDIVES,373744.0,"62,528"
2018,8041010,FRESH DATES,SOMALIA,14366292.0,"3,658,460"
2018,8041010,FRESH DATES,SOUTH AFRICA,1395438.0,"131,162"
2018,8041010,FRESH DATES,DJIBOUTI,3404696.0,"1,136,980"
2018,8041010,FRESH DATES,RUSSIAN FEDERATION,287433.0,"42,079"
2018,8041010,FRESH DATES,ZAMBIA,16560.0,965
2018,8041010,FRESH DATES,COTE D'IVOIRE,5000.0,"13,000"
2018,8041010,FRESH DATES,SAO TOME AND PRINCIPE,1000.0,"2,000"
2018,8041010,FRESH DATES,SULTANATE OF OMAN,1179789.0,"412,819"
2018,8041010,FRESH DATES,SLOVAKIA,45339.0,"6,458"
2018,8041010,FRESH DATES,SINGAPORE,6494182.0,"366,499"
2018,8041010,FRESH DATES,SWITZERLAND,894521.0,"64,827"
2018,8041010,FRESH DATES,SRI LANKA,1070429.0,"200,699"
2018,8041010,FRESH DATES,TAJIKISTAN,265566.0,"50,110"
2018,8041010,FRESH DATES,GHANA,8325.0,"7,070"
2018,8041010,FRESH DATES,GUINEA,93900.0,"30,128"
2018,8041010,FRESH DATES,FRANCE,1059976.0,"143,400"
2018,8041010,FRESH DATES,KAZAKHSTAN,20195.0,"6,274"
2018,8041010,FRESH DATES,CANADA,4955479.0,"517,750"
2018,8041010,FRESH DATES,SOUTH KOREA,700.0,160
2018,8041010,FRESH DATES,KENYA,394375.0,"198,914"
2018,8041010,FRESH DATES,LEBANON,34734683.0,"4,629,132"
2018,8041010,FRESH DATES,LIBYA,2047.0,50
2018,8041010,FRESH DATES,LIBERIA,42150.0,"17,000"
2018,8041010,FRESH DATES,LESOTHO,1000.0,"10,342"
2018,8041010,FRESH DATES,MALTA,278800.0,"42,000"
2018,8041010,FRESH DATES,MALI,1500.0,"4,000"
2018,8041010,FRESH DATES,MALAYSIA,7849488.0,"496,846"
2018,8041010,FRESH DATES,EGYPT,4835399.0,"1,359,959"
2018,8041010,FRESH DATES,MACEDONIA,1250.0,580
2018,8041010,FRESH DATES,MALAWI,3000.0,200
2018,8041010,FRESH DATES,MAURITANIA,3254401.0,"861,433"
2018,8041010,FRESH DATES,MAURITIUS,158789.0,"16,202"
2018,8041010,FRESH DATES,MYANMAR,1000.0,112
2018,8041010,FRESH DATES,NIGERIA,579875.0,"109,995"
2018,8041010,FRESH DATES,NETHERLANDS,978594.0,"204,238"
2018,8041010,FRESH DATES,HONG KONG,30600.0,"1,777"
2018,8041021,STORED DATES,UZBEKISTAN,1000.0,22
2018,8041021,STORED DATES,ETHIOPIA,48000.0,"24,211"
2018,8041021,STORED DATES,AZERBAIJAN,1000.0,22
2018,8041021,STORED DATES,ARUBA,692932.0,"69,000"
2018,8041021,STORED DATES,ERITREA,1000.0,16
2018,8041021,STORED DATES,SPAIN,204900.0,"80,796"
2018,8041021,STORED DATES,AUSTRALIA,2718513.0,"212,018"
2018,8041021,STORED DATES,AFGHANISTAN,1000.0,26
2018,8041021,STORED DATES,ARGENTINA,1147.0,110
2018,8041021,STORED DATES,JORDAN,6387935.0,"1,277,651"
2018,8041021,STORED DATES,UNITED ARAB EMIRATES,133993234.0,"22,579,467"
2018,8041021,STORED DATES,ALBANIA,332633.0,"68,788"
2018,8041021,STORED DATES,BAHRAIN,8812727.0,"2,403,505"
2018,8041021,STORED DATES,BRAZIL,1147.0,112
2018,8041021,STORED DATES,PORTUGAL,1022.0,24
2018,8041021,STORED DATES,BOSNIA & HERZEGOVINA,118731.0,"38,276"
2018,8041021,STORED DATES,CZECH REPUBLIC,10500.0,"3,125"
2018,8041021,STORED DATES,GABON,1000.0,16
2018,8041021,STORED DATES,ALGERIA,3753400.0,"840,247"
2018,8041021,STORED DATES,REPUBLIC OF YEMEN,77020727.0,"38,011,471"
2018,8041021,STORED DATES,DENMARK,154719.0,"50,542"
2018,8041021,STORED DATES,SENEGAL,1066607.0,"245,778"
2018,8041021,STORED DATES,SUDAN,550575.0,"196,743"
2018,8041021,STORED DATES,SWEDEN,1558417.0,"205,741"
2018,8041021,STORED DATES,CHINA,920246.0,"235,130"
2018,8041021,STORED DATES,IRAQ,5850.0,985
2018,8041021,STORED DATES,PHILIPPINES,8587.0,"4,004"
2018,8041021,STORED DATES,CAMEROON,1000.0,16
2018,8041021,STORED DATES,KUWAIT,25074191.0,"4,540,224"
2018,8041021,STORED DATES,GERMANY,1275683.0,"143,673"
2018,8041021,STORED DATES,HUNGARY,10584.0,"1,713"
2018,8041021,STORED DATES,MOROCCO,8575760.0,"981,712"
2018,8041021,STORED DATES,MEXICO,4394.0,638
2018,8041021,STORED DATES,UNITED KINGDOM,9512227.0,"1,161,288"
2018,8041021,STORED DATES,NORWAY,89146.0,"16,552"
2018,8041021,STORED DATES,AUSTRIA,1000.0,24
2018,8041021,STORED DATES,NIGER,334000.0,"99,018"
2018,8041021,STORED DATES,INDIA,7559714.0,"1,300,868"
2018,8041021,STORED DATES,U.S.A,7658243.0,"654,502"
2018,8041021,STORED DATES,JAPAN,1000.0,24
2018,8041021,STORED DATES,GREECE,1000.0,24
2018,8041021,STORED DATES,INDONESIA,2925700.0,"762,184"
2018,8041021,STORED DATES,UGANDA,2500.0,518
2018,8041021,STORED DATES,UKRAINE,1100.0,198
2018,8041021,STORED DATES,IRELAND,1000.0,24
2018,8041021,STORED DATES,ITALY,1850.0,225
2018,8041021,STORED DATES,PAKISTAN,240344.0,"127,929"
2018,8041021,STORED DATES,BRUNEI DARUSSALAM,138661.0,"5,307"
2018,8041021,STORED DATES,BELGIUM,871167.0,"176,289"
2018,8041021,STORED DATES,BULGARIA,20200.0,632
2018,8041021,STORED DATES,BANGLADESH,4029967.0,"645,679"
2018,8041021,STORED DATES,BENIN,25000.0,"7,500"
2018,8041021,STORED DATES,POLAND,1186.0,192
2018,8041021,STORED DATES,PERU,1000.0,16
2018,8041021,STORED DATES,THAILAND,88060.0,"39,885"
2018,8041021,STORED DATES,TAIWAN,1000.0,18
2018,8041021,STORED DATES,TURKMENISTAN,1000.0,24
2018,8041021,STORED DATES,TURKEY,3200565.0,"653,177"
2018,8041021,STORED DATES,CHAD,1019.0,18
2018,8041021,STORED DATES,TANZANIA,1591870.0,"419,761"
2018,8041021,STORED DATES,TUNISIA,2750.0,452
2018,8041021,STORED DATES,GAMBIA,156300.0,"57,760"
2018,8041021,STORED DATES,COMOROS,509245.0,"104,044"
2018,8041021,STORED DATES,MALDIVES,136285.0,"6,785"
2018,8041021,STORED DATES,SOMALIA,9142470.0,"2,312,500"
2018,8041021,STORED DATES,"CONGO, THE DEMOCRATIC REPUBLIC",77000.0,"21,600"
2018,8041021,STORED DATES,SOUTH AFRICA,1424259.0,"125,318"
2018,8041021,STORED DATES,DJIBOUTI,1339212.0,"358,376"
2018,8041021,STORED DATES,RUSSIAN FEDERATION,623735.0,"105,626"
2018,8041021,STORED DATES,ROMANIA,4100.0,488
2018,8041021,STORED DATES,ZAMBIA,1000.0,18
2018,8041021,STORED DATES,COTE D'IVOIRE,1000.0,18
2018,8041021,STORED DATES,SAO TOME AND PRINCIPE,318999.0,"60,018"
2018,8041021,STORED DATES,SULTANATE OF OMAN,18309672.0,"2,819,470"
2018,8041021,STORED DATES,SLOVAKIA,3000.0,439
2018,8041021,STORED DATES,SINGAPORE,5350484.0,"214,772"
2018,8041021,STORED DATES,SWITZERLAND,745303.0,"47,785"
2018,8041021,STORED DATES,SIERRA LEONE,18000.0,"23,000"
2018,8041021,STORED DATES,SRI LANKA,876563.0,"231,958"
2018,8041021,STORED DATES,CHILE,2000.0,179
2018,8041021,STORED DATES,TAJIKISTAN,1175.0,170
2018,8041021,STORED DATES,GHANA,273019.0,"62,018"
2018,8041021,STORED DATES,GUINEA,2800.0,"2,018"
2018,8041021,STORED DATES,EQUATORIAL GUINEA,10000.0,"16,000"
2018,8041021,STORED DATES,FRANCE,1818788.0,"215,797"
2018,8041021,STORED DATES,PALESTINE,49414.0,"20,200"
2018,8041021,STORED DATES,FINLAND,1022.0,24
2018,8041021,STORED DATES,VIETNAM,1000.0,22
2018,8041021,STORED DATES,VENEZUELA,1145.0,106
2018,8041021,STORED DATES,KYRGYZSTAN,1000.0,24
2018,8041021,STORED DATES,KAZAKHSTAN,9146.0,452
2018,8041021,STORED DATES,CANADA,3461595.0,"390,238"
2018,8041021,STORED DATES,SOUTH KOREA,37873.0,"4,958"
2018,8041021,STORED DATES,NORTH KOREA,1000.0,26
2018,8041021,STORED DATES,COLOMBIA,1000.0,18
2018,8041021,STORED DATES,KENYA,925945.0,"214,734"
2018,8041021,STORED DATES,LEBANON,2266635.0,"280,127"
2018,8041021,STORED DATES,MALI,121094.0,"46,716"
2018,8041021,STORED DATES,MALAYSIA,2734276.0,"201,222"
2018,8041021,STORED DATES,MAYOTTE,35000.0,"19,000"
2018,8041021,STORED DATES,EGYPT,3643603.0,"362,587"
2018,8041021,STORED DATES,MAURITANIA,2941194.0,"898,836"
2018,8041021,STORED DATES,MOZAMBIQUE,1000.0,16
2018,8041021,STORED DATES,MYANMAR,1000.0,24
2018,8041021,STORED DATES,NEPAL,1000.0,24
2018,8041021,STORED DATES,NIGERIA,456249.0,"162,034"
2018,8041021,STORED DATES,NICARAGUA,2098800.0,"396,000"
2018,8041021,STORED DATES,NEW ZEALAND,45000.0,"9,514"
2018,8041021,STORED DATES,NETHERLANDS,1894012.0,"362,398"
2018,8041021,STORED DATES,HONG KONG,1000.0,18
2018,8041021,STORED DATES,HONDURAS,3180000.0,"600,000"
2018,8041029,OTHER DATES,AUSTRALIA,13467.0,863
2018,8041029,OTHER DATES,AFGHANISTAN,2742.0,"2,500"
2018,8041029,OTHER DATES,JORDAN,11773999.0,"1,753,375"
2018,8041029,OTHER DATES,UNITED ARAB EMIRATES,39321347.0,"9,991,403"
2018,8041029,OTHER DATES,BAHRAIN,133828.0,"7,561"
2018,8041029,OTHER DATES,BOSNIA & HERZEGOVINA,398.0,25
2018,8041029,OTHER DATES,SENEGAL,18750.0,"8,400"
2018,8041029,OTHER DATES,SUDAN,79400.0,"26,860"
2018,8041029,OTHER DATES,SWEDEN,9375.0,"4,200"
2018,8041029,OTHER DATES,CHINA,2079222.0,"942,073"
2018,8041029,OTHER DATES,IRAQ,2324400.0,"638,800"
2018,8041029,OTHER DATES,PHILIPPINES,7915.0,"2,276"
2018,8041029,OTHER DATES,KUWAIT,41438043.0,"7,614,584"
2018,8041029,OTHER DATES,GERMANY,112102.0,"27,502"
2018,8041029,OTHER DATES,MOROCCO,1027074.0,"238,814"
2018,8041029,OTHER DATES,UNITED KINGDOM,74309.0,"20,685"
2018,8041029,OTHER DATES,NORWAY,1188.0,150
2018,8041029,OTHER DATES,INDIA,236392.0,"70,111"
2018,8041029,OTHER DATES,U.S.A,909.0,104
2018,8041029,OTHER DATES,INDONESIA,321024.0,"103,759"
2018,8041029,OTHER DATES,PAKISTAN,733146.0,"97,986"
2018,8041029,OTHER DATES,BELGIUM,374752.0,"27,480"
2018,8041029,OTHER DATES,BANGLADESH,240750.0,"102,000"
2018,8041029,OTHER DATES,TURKEY,1921554.0,"907,936"
2018,8041029,OTHER DATES,SOMALIA,2331804.0,"776,428"
2018,8041029,OTHER DATES,SOUTH AFRICA,64478.0,"5,909"
2018,8041029,OTHER DATES,DJIBOUTI,564200.0,"105,860"
2018,8041029,OTHER DATES,RUSSIAN FEDERATION,137370.0,"20,195"
2018,8041029,OTHER DATES,ZAMBIA,3843.0,97
2018,8041029,OTHER DATES,SULTANATE OF OMAN,8239756.0,"1,275,085"
2018,8041029,OTHER DATES,SINGAPORE,71689.0,"19,112"
2018,8041029,OTHER DATES,SWITZERLAND,3993.0,353
2018,8041029,OTHER DATES,SRI LANKA,35000.0,"25,604"
2018,8041029,OTHER DATES,FRANCE,1340.0,27
2018,8041029,OTHER DATES,PALESTINE,72000.0,"24,000"
2018,8041029,OTHER DATES,KYRGYZSTAN,990.0,400
2018,8041029,OTHER DATES,KAZAKHSTAN,4530.0,889
2018,8041029,OTHER DATES,CANADA,69700.0,"16,132"
2018,8041029,OTHER DATES,LEBANON,1446825.0,"249,323"
2018,8041029,OTHER DATES,MALAYSIA,172083.0,"16,615"
2018,8041029,OTHER DATES,EGYPT,509590.0,"363,811"
2018,8041029,OTHER DATES,MOLDOVA,16802.0,225
2018,8041029,OTHER DATES,NIGERIA,2738.0,"1,800"
2018,8041029,OTHER DATES,NETHERLANDS,285722.0,"18,890"
2018,8041029,OTHER DATES,HONG KONG,17888.0,687
2019,8041010,FRESH DATES,UZBEKISTAN,41250.0,"22,000"
2019,8041010,FRESH DATES,ETHIOPIA,2687438.0,"1,921,000"
2019,8041010,FRESH DATES,AZERBAIJAN,430584.0,"16,508"
2019,8041010,FRESH DATES,SPAIN,335144.0,"85,732"
2019,8041010,FRESH DATES,AUSTRALIA,1591027.0,"116,250"
2019,8041010,FRESH DATES,AFGHANISTAN,795000.0,"150,000"
2019,8041010,FRESH DATES,JORDAN,10541119.0,"1,633,290"
2019,8041010,FRESH DATES,UNITED ARAB EMIRATES,7366789.0,"1,108,827"
2019,8041010,FRESH DATES,ALBANIA,125284.0,"46,501"
2019,8041010,FRESH DATES,BAHRAIN,87095.0,"36,012"
2019,8041010,FRESH DATES,BRAZIL,43911.0,"11,750"
2019,8041010,FRESH DATES,BOSNIA & HERZEGOVINA,23622.0,"26,760"
2019,8041010,FRESH DATES,REPUBLIC OF YEMEN,316779.0,"116,011"
2019,8041010,FRESH DATES,SENEGAL,207699.0,"123,072"
2019,8041010,FRESH DATES,SUDAN,12654019.0,"936,963"
2019,8041010,FRESH DATES,SWEDEN,1137601.0,"164,992"
2019,8041010,FRESH DATES,CHINA,7239193.0,"2,302,470"
2019,8041010,FRESH DATES,PHILIPPINES,438038.0,"84,600"
2019,8041010,FRESH DATES,CAMEROON,530000.0,"100,000"
2019,8041010,FRESH DATES,KUWAIT,5911179.0,"1,592,587"
2019,8041010,FRESH DATES,GERMANY,1599364.0,"259,721"
2019,8041010,FRESH DATES,MOROCCO,14496516.0,"1,513,001"
2019,8041010,FRESH DATES,MEXICO,93000.0,"12,000"
2019,8041010,FRESH DATES,UNITED KINGDOM,14467656.0,"1,525,248"
2019,8041010,FRESH DATES,NORWAY,308318.0,"63,619"
2019,8041010,FRESH DATES,NIGER,1071250.0,"304,050"
2019,8041010,FRESH DATES,INDIA,18725699.0,"4,163,442"
2019,8041010,FRESH DATES,U.S.A,4884527.0,"321,481"
2019,8041010,FRESH DATES,JAPAN,376229.0,"13,910"
2019,8041010,FRESH DATES,INDONESIA,12617580.0,"2,300,551"
2019,8041010,FRESH DATES,ITALY,132658.0,"23,099"
2019,8041010,FRESH DATES,PAKISTAN,2498807.0,"494,476"
2019,8041010,FRESH DATES,BRUNEI DARUSSALAM,2887600.0,"136,165"
2019,8041010,FRESH DATES,BELGIUM,738182.0,"110,904"
2019,8041010,FRESH DATES,BANGLADESH,2432290.0,"984,710"
2019,8041010,FRESH DATES,PANAMA,1567.0,100
2019,8041010,FRESH DATES,BENIN,750000.0,"50,000"
2019,8041010,FRESH DATES,PERU,40000.0,"6,200"
2019,8041010,FRESH DATES,THAILAND,88078.0,"36,750"
2019,8041010,FRESH DATES,TURKEY,48556182.0,"10,453,590"
2019,8041010,FRESH DATES,CHAD,513438.0,"105,800"
2019,8041010,FRESH DATES,TANZANIA,1216322.0,"263,203"
2019,8041010,FRESH DATES,TOGO,3000.0,"4,000"
2019,8041010,FRESH DATES,GAMBIA,231987.0,"102,600"
2019,8041010,FRESH DATES,COMOROS,81083.0,"17,520"
2019,8041010,FRESH DATES,MALDIVES,557063.0,"60,523"
2019,8041010,FRESH DATES,SOMALIA,900507.0,"229,104"
2019,8041010,FRESH DATES,"CONGO, THE DEMOCRATIC REPUBLIC",3200.0,"3,000"
2019,8041010,FRESH DATES,SOUTH AFRICA,3688273.0,"328,740"
2019,8041010,FRESH DATES,GEORGIA,630224.0,"33,704"
2019,8041010,FRESH DATES,DJIBOUTI,1772347.0,"571,024"
2019,8041010,FRESH DATES,RUSSIAN FEDERATION,2642341.0,"294,986"
2019,8041010,FRESH DATES,ROMANIA,93161.0,"18,928"
2019,8041010,FRESH DATES,SAO TOME AND PRINCIPE,268200.0,"52,000"
2019,8041010,FRESH DATES,SULTANATE OF OMAN,737478.0,"159,367"
2019,8041010,FRESH DATES,SINGAPORE,3160165.0,"170,160"
2019,8041010,FRESH DATES,SWAZILAND,179839.0,"12,736"
2019,8041010,FRESH DATES,SWITZERLAND,691632.0,"67,829"
2019,8041010,FRESH DATES,SRI LANKA,1214404.0,"322,210"
2019,8041010,FRESH DATES,TAJIKISTAN,325435.0,"70,400"
2019,8041010,FRESH DATES,GHANA,270000.0,"54,000"
2019,8041010,FRESH DATES,GUINEA,7200.0,"4,500"
2019,8041010,FRESH DATES,FRANCE,1974441.0,"251,626"
2019,8041010,FRESH DATES,CANADA,2940431.0,"309,054"
2019,8041010,FRESH DATES,CUBA,16250.0,"2,580"
2019,8041010,FRESH DATES,CONGO,6825.0,"2,344"
2019,8041010,FRESH DATES,KENYA,657036.0,"215,500"
2019,8041010,FRESH DATES,LEBANON,19093116.0,"2,066,959"
2019,8041010,FRESH DATES,LIBYA,358823.0,"23,867"
2019,8041010,FRESH DATES,LESOTHO,146250.0,"24,375"
2019,8041010,FRESH DATES,MALAYSIA,7632762.0,"709,980"
2019,8041010,FRESH DATES,EGYPT,9465334.0,"1,940,498"
2019,8041010,FRESH DATES,MAURITANIA,986035.0,"245,941"
2019,8041010,FRESH DATES,MAURITIUS,185757.0,"12,419"
2019,8041010,FRESH DATES,MOZAMBIQUE,1000.0,"2,000"
2019,8041010,FRESH DATES,NETHERLANDS ANTILLES,70980.0,"21,350"
2019,8041010,FRESH DATES,NIGERIA,120000.0,"29,750"
2019,8041010,FRESH DATES,NEW ZEALAND,78469.0,"22,500"
2019,8041010,FRESH DATES,NETHERLANDS,3426583.0,"528,072"
2019,8041010,FRESH DATES,HONG KONG,98347.0,"3,300"
2019,8041021,STORED DATES,UZBEKISTAN,5476.0,540
2019,8041021,STORED DATES,ETHIOPIA,2221908.0,"497,950"
2019,8041021,STORED DATES,AZERBAIJAN,1945.0,260
2019,8041021,STORED DATES,ERITREA,3166.0,250
2019,8041021,STORED DATES,SPAIN,2658.0,250
2019,8041021,STORED DATES,AUSTRALIA,1622610.0,"137,985"
2019,8041021,STORED DATES,AFGHANISTAN,3209.0,350
2019,8041021,STORED DATES,JORDAN,6515732.0,"1,033,940"
2019,8041021,STORED DATES,UNITED ARAB EMIRATES,168149906.0,"26,130,740"
2019,8041021,STORED DATES,ALBANIA,357075.0,"79,900"
2019,8041021,STORED DATES,BAHRAIN,9074778.0,"2,324,722"
2019,8041021,STORED DATES,BRAZIL,3008.0,240
2019,8041021,STORED DATES,PORTUGAL,1940.0,250
2019,8041021,STORED DATES,BOSNIA & HERZEGOVINA,241954.0,"32,280"
2019,8041021,STORED DATES,ALGERIA,1858735.0,"350,390"
2019,8041021,STORED DATES,REPUBLIC OF YEMEN,91057208.0,"45,139,957"
2019,8041021,STORED DATES,SENEGAL,356881.0,"66,782"
2019,8041021,STORED DATES,SUDAN,1374928.0,"473,220"
2019,8041021,STORED DATES,CHINA,74264.0,"2,308"
2019,8041021,STORED DATES,IRAQ,8395.0,600
2019,8041021,STORED DATES,PHILIPPINES,3190.0,300
2019,8041021,STORED DATES,KUWAIT,13976993.0,"3,457,914"
2019,8041021,STORED DATES,GERMANY,1364738.0,"112,947"
2019,8041021,STORED DATES,MOROCCO,10939347.0,"1,050,122"
2019,8041021,STORED DATES,UNITED KINGDOM,1903690.0,"304,419"
2019,8041021,STORED DATES,NORWAY,112361.0,"7,180"
2019,8041021,STORED DATES,AUSTRIA,75888.0,270
2019,8041021,STORED DATES,NIGER,629000.0,"152,800"
2019,8041021,STORED DATES,INDIA,1106062.0,"303,024"
2019,8041021,STORED DATES,U.S.A,4670999.0,"460,065"
2019,8041021,STORED DATES,JAPAN,193725.0,"7,572"
2019,8041021,STORED DATES,GREECE,3148.0,230
2019,8041021,STORED DATES,INDONESIA,2535334.0,"758,068"
2019,8041021,STORED DATES,UKRAINE,5285.0,400
2019,8041021,STORED DATES,ITALY,2641.0,230
2019,8041021,STORED DATES,PAKISTAN,463043.0,"83,103"
2019,8041021,STORED DATES,BELGIUM,430870.0,"69,339"
2019,8041021,STORED DATES,BULGARIA,3168.0,240
2019,8041021,STORED DATES,BANGLADESH,1911354.0,"375,840"
2019,8041021,STORED DATES,BENIN,599650.0,"117,000"
2019,8041021,STORED DATES,POLAND,2659.0,260
2019,8041021,STORED DATES,THAILAND,395000.0,"57,000"
2019,8041021,STORED DATES,TAIWAN,69084.0,"2,250"
2019,8041021,STORED DATES,TURKEY,1494680.0,"309,687"
2019,8041021,STORED DATES,CHAD,1955.0,250
2019,8041021,STORED DATES,TANZANIA,584263.0,"136,300"
2019,8041021,STORED DATES,TOGO,40000.0,"20,000"
2019,8041021,STORED DATES,TUNISIA,4841.0,580
2019,8041021,STORED DATES,GAMBIA,345325.0,"70,540"
2019,8041021,STORED DATES,COMOROS,265000.0,"50,000"
2019,8041021,STORED DATES,MALDIVES,3182.0,300
2019,8041021,STORED DATES,SOMALIA,20470650.0,"7,128,148"
2019,8041021,STORED DATES,SOUTH AFRICA,10234.0,"2,260"
2019,8041021,STORED DATES,DJIBOUTI,2040245.0,"556,850"
2019,8041021,STORED DATES,RUSSIAN FEDERATION,428895.0,"78,430"
2019,8041021,STORED DATES,ROMANIA,3169.0,270
2019,8041021,STORED DATES,ZAMBIA,549250.0,"122,000"
2019,8041021,STORED DATES,COTE D'IVOIRE,2000.0,"6,000"
2019,8041021,STORED DATES,SULTANATE OF OMAN,26837217.0,"3,990,806"
2019,8041021,STORED DATES,SINGAPORE,1062311.0,"86,350"
2019,8041021,STORED DATES,SWITZERLAND,8554.0,"1,448"
2019,8041021,STORED DATES,SIERRA LEONE,28000.0,"46,000"
2019,8041021,STORED DATES,SRI LANKA,240000.0,"32,000"
2019,8041021,STORED DATES,TAJIKISTAN,1952.0,280
2019,8041021,STORED DATES,GHANA,7000.0,"3,000"
2019,8041021,STORED DATES,GUINEA,39500.0,"24,036"
2019,8041021,STORED DATES,FRANCE,176831.0,"21,796"
2019,8041021,STORED DATES,FINLAND,12524.0,"4,500"
2019,8041021,STORED DATES,KAZAKHSTAN,14167.0,431
2019,8041021,STORED DATES,CANADA,4389658.0,"550,790"
2019,8041021,STORED DATES,SOUTH KOREA,8603.0,"1,996"
2019,8041021,STORED DATES,KENYA,758474.0,"188,600"
2019,8041021,STORED DATES,LEBANON,3185878.0,"467,651"
2019,8041021,STORED DATES,MALAYSIA,2887209.0,"241,209"
2019,8041021,STORED DATES,EGYPT,125058.0,"56,156"
2019,8041021,STORED DATES,MAURITANIA,2719607.0,"808,515"
2019,8041021,STORED DATES,MAURITIUS,752348.0,"50,360"
2019,8041021,STORED DATES,NIGERIA,591396.0,"104,692"
2019,8041021,STORED DATES,NICARAGUA,1325000.0,"250,000"
2019,8041021,STORED DATES,NEW ZEALAND,40500.0,"12,310"
2019,8041021,STORED DATES,NETHERLANDS,113122.0,"23,870"
2019,8041021,STORED DATES,HONG KONG,530178.0,"18,082"
2019,8041021,STORED DATES,HONDURAS,1378000.0,"260,000"
2019,8041029,OTHER DATES,ETHIOPIA,606.0,190
2019,8041029,OTHER DATES,SPAIN,8145.0,"1,100"
2019,8041029,OTHER DATES,AUSTRALIA,6540.0,696
2019,8041029,OTHER DATES,AFGHANISTAN,7798.0,"1,209"
2019,8041029,OTHER DATES,JORDAN,22415537.0,"3,593,037"
2019,8041029,OTHER DATES,UNITED ARAB EMIRATES,71394879.0,"13,292,206"
2019,8041029,OTHER DATES,ALBANIA,642.0,60
2019,8041029,OTHER DATES,BAHRAIN,473172.0,"28,027"
2019,8041029,OTHER DATES,BOSNIA & HERZEGOVINA,471.0,23
2019,8041029,OTHER DATES,REPUBLIC OF YEMEN,100.0,50
2019,8041029,OTHER DATES,DENMARK,115353.0,"18,000"
2019,8041029,OTHER DATES,SENEGAL,84000.0,"37,000"
2019,8041029,OTHER DATES,SUDAN,452.0,85
2019,8041029,OTHER DATES,SWEDEN,10898.0,833
2019,8041029,OTHER DATES,CHINA,5049046.0,"2,286,808"
2019,8041029,OTHER DATES,IRAQ,4041582.0,"1,112,648"
2019,8041029,OTHER DATES,PHILIPPINES,1544.0,159
2019,8041029,OTHER DATES,KUWAIT,76598648.0,"15,788,860"
2019,8041029,OTHER DATES,GERMANY,390827.0,"18,658"
2019,8041029,OTHER DATES,MOROCCO,2348.0,551
