Year,H.S Code,Commodity Description AR,Commodity Description EN,Country AR ,Country EN ,Value (S.R),Weight (kg)
2018,8041021,تمر مكنوز,STORED DATES,اريتيريا,ERITREA,"1,000",16
2018,8041021,تمر مكنوز,STORED DATES,اسبانيا,SPAIN,"204,900","80,796"
2018,8041021,تمر مكنوز,STORED DATES,استراليا,AUSTRALIA,"2,718,513","212,018"
2018,8041021,تمر مكنوز,STORED DATES,افغانسـتان,AFGHANISTAN,"1,000",26
2018,8041021,تمر مكنوز,STORED DATES,الارجنتين,ARGENTINA,"1,147",110
2018,8041021,تمر مكنوز,STORED DATES,الاردن,JORDAN,"6,387,935","1,277,651"
2018,8041021,تمر مكنوز,STORED DATES,الامارات العربية المتحدة,UNITED ARAB EMIRATES,"133,993,234","22,579,467"
2018,8041021,تمر مكنوز,STORED DATES,البانيا,ALBANIA,"332,633","68,788"
2018,8041021,تمر مكنوز,STORED DATES,البحرين,BAHRAIN,"8,812,727","2,403,505"
2018,8041021,تمر مكنوز,STORED DATES,البرازيل,BRAZIL,"1,147",112
2018,8041021,تمر مكنوز,STORED DATES,البرتغال,PORTUGAL,"1,022",24
2018,8041021,تمر مكنوز,STORED DATES,البوسنة والهرسك,BOSNIA & HERZEGOVINA,"118,731","38,276"
2018,8041021,تمر مكنوز,STORED DATES,التشيك,CZECH REPUBLIC,"10,500","3,125"
2018,8041021,تمر مكنوز,STORED DATES,الجابون,GABON,"1,000",16
2018,8041021,تمر مكنوز,STORED DATES,الجزائر,ALGERIA,"3,753,400","840,247"
2018,8041021,تمر مكنوز,STORED DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"77,020,727","38,011,471"
2018,8041021,تمر مكنوز,STORED DATES,الدنمرك,DENMARK,"154,719","50,542"
2018,8041021,تمر مكنوز,STORED DATES,السـنغال,SENEGAL,"1,066,607","245,778"
2018,8041021,تمر مكنوز,STORED DATES,السـودان,SUDAN,"550,575","196,743"
2018,8041021,تمر مكنوز,STORED DATES,السويد,SWEDEN,"1,558,417","205,741"
2018,8041021,تمر مكنوز,STORED DATES,الصـين,CHINA,"920,246","235,130"
2018,8041021,تمر مكنوز,STORED DATES,العراق,IRAQ,"5,850",985
2018,8041021,تمر مكنوز,STORED DATES,الـفـلبين,PHILIPPINES,"8,587","4,004"
2018,8041021,تمر مكنوز,STORED DATES,الكميرون,CAMEROON,"1,000",16
2018,8041021,تمر مكنوز,STORED DATES,الكويت,KUWAIT,"25,074,191","4,540,224"
2018,8041021,تمر مكنوز,STORED DATES,المانيا,GERMANY,"1,275,683","143,673"
2018,8041021,تمر مكنوز,STORED DATES,المجر (هنغاريا),HUNGARY,"10,584","1,713"
2018,8041021,تمر مكنوز,STORED DATES,المغرب,MOROCCO,"8,575,760","981,712"
2018,8041021,تمر مكنوز,STORED DATES,المكسيك,MEXICO,"4,394",638
2018,8041021,تمر مكنوز,STORED DATES,المملكة المتحدة,UNITED KINGDOM,"9,512,227","1,161,288"
2018,8041021,تمر مكنوز,STORED DATES,النرويج,NORWAY,"89,146","16,552"
2018,8041021,تمر مكنوز,STORED DATES,النمسـا,AUSTRIA,"1,000",24
2018,8041021,تمر مكنوز,STORED DATES,النيجر,NIGER,"334,000","99,018"
2018,8041021,تمر مكنوز,STORED DATES,الـهـنـد,INDIA,"7,559,714","1,300,868"
2018,8041021,تمر مكنوز,STORED DATES,الولايات المتحدة الامريكية,U.S.A,"7,658,243","654,502"
2018,8041021,تمر مكنوز,STORED DATES,الـيـابـان,JAPAN,"1,000",24
2018,8041021,تمر مكنوز,STORED DATES,اليونان,GREECE,"1,000",24
2018,8041021,تمر مكنوز,STORED DATES,انـدونيسـيا,INDONESIA,"2,925,700","762,184"
2018,8041021,تمر مكنوز,STORED DATES,اوغندا,UGANDA,"2,500",518
2018,8041021,تمر مكنوز,STORED DATES,اوكرانيا,UKRAINE,"1,100",198
2018,8041021,تمر مكنوز,STORED DATES,ايرلندا,IRELAND,"1,000",24
2018,8041021,تمر مكنوز,STORED DATES,ايطاليا,ITALY,"1,850",225
2018,8041021,تمر مكنوز,STORED DATES,باكسـتان,PAKISTAN,"240,344","127,929"
2018,8041021,تمر مكنوز,STORED DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"138,661","5,307"
2018,8041021,تمر مكنوز,STORED DATES,بلجيكا,BELGIUM,"871,167","176,289"
2018,8041021,تمر مكنوز,STORED DATES,بلغاريا,BULGARIA,"20,200",632
2018,8041021,تمر مكنوز,STORED DATES,بنجـلادش,BANGLADESH,"4,029,967","645,679"
2018,8041021,تمر مكنوز,STORED DATES,بنين (داهومي),BENIN,"25,000","7,500"
2018,8041021,تمر مكنوز,STORED DATES,بولندا,POLAND,"1,186",192
2018,8041021,تمر مكنوز,STORED DATES,بيرو,PERU,"1,000",16
2018,8041021,تمر مكنوز,STORED DATES,تـايلند,THAILAND,"88,060","39,885"
2018,8041021,تمر مكنوز,STORED DATES,تايوان,TAIWAN,"1,000",18
2018,8041021,تمر مكنوز,STORED DATES,تركمانستان,TURKMENISTAN,"1,000",24
2018,8041021,تمر مكنوز,STORED DATES,تركيا,TURKEY,"3,200,565","653,177"
2018,8041021,تمر مكنوز,STORED DATES,تشـاد,CHAD,"1,019",18
2018,8041021,تمر مكنوز,STORED DATES,تنزانيا,TANZANIA,"1,591,870","419,761"
2018,8041021,تمر مكنوز,STORED DATES,تونس,TUNISIA,"2,750",452
2018,8041021,تمر مكنوز,STORED DATES,جامبيا,GAMBIA,"156,300","57,760"
2018,8041021,تمر مكنوز,STORED DATES,جزر القمر,COMOROS,"509,245","104,044"
2018,8041021,تمر مكنوز,STORED DATES,جزر المالديف,MALDIVES,"136,285","6,785"
2018,8041021,تمر مكنوز,STORED DATES,جمهورية الصومال,SOMALIA,"9,142,470","2,312,500"
2018,8041021,تمر مكنوز,STORED DATES,جمهورية كونجو الديمقراطية (زائير),"CONGO, THE DEMOCRATIC REPUBLIC","77,000","21,600"
2018,8041021,تمر مكنوز,STORED DATES,جنوب افريقيا,SOUTH AFRICA,"1,424,259","125,318"
2018,8041021,تمر مكنوز,STORED DATES,جيبوتي,DJIBOUTI,"1,339,212","358,376"
