Year,H.S Code,Commodity Description AR,Commodity Description EN,Country AR ,Country EN ,Value (S.R),Weight (kg)
2020,8041021,تمر مكنوز,STORED DATES,ايرلندا,IRELAND,"184,460","22,552"
2020,8041021,تمر مكنوز,STORED DATES,ايطاليا,ITALY,"20,462",802
2020,8041021,تمر مكنوز,STORED DATES,باكسـتان,PAKISTAN,"1,259,069","244,853"
2020,8041021,تمر مكنوز,STORED DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"221,607","14,220"
2020,8041021,تمر مكنوز,STORED DATES,بلجيكا,BELGIUM,"569,667","58,951"
2020,8041021,تمر مكنوز,STORED DATES,بنجـلادش,BANGLADESH,"3,721,372","482,860"
2020,8041021,تمر مكنوز,STORED DATES,بنين (داهومي),BENIN,"12,500","6,200"
2020,8041021,تمر مكنوز,STORED DATES,بولندا,POLAND,"139,552","7,409"
2020,8041021,تمر مكنوز,STORED DATES,تـايلند,THAILAND,"52,500","15,000"
2020,8041021,تمر مكنوز,STORED DATES,تايوان,TAIWAN,"95,877","4,425"
2020,8041021,تمر مكنوز,STORED DATES,تركيا,TURKEY,"1,876,875","564,792"
2020,8041021,تمر مكنوز,STORED DATES,تشـاد,CHAD,"532,009","100,190"
2020,8041021,تمر مكنوز,STORED DATES,تنزانيا,TANZANIA,"310,845","114,050"
2020,8041021,تمر مكنوز,STORED DATES,توجو,TOGO,"25,000","5,000"
2020,8041021,تمر مكنوز,STORED DATES,تونس,TUNISIA,"5,430",570
2020,8041021,تمر مكنوز,STORED DATES,جامبيا,GAMBIA,"106,105","457,955"
2020,8041021,تمر مكنوز,STORED DATES,جزر المالديف,MALDIVES,"4,082",510
2020,8041021,تمر مكنوز,STORED DATES,جمهورية الصومال,SOMALIA,"23,902,397","7,989,920"
2020,8041021,تمر مكنوز,STORED DATES,جنوب افريقيا,SOUTH AFRICA,"162,934","24,481"
2020,8041021,تمر مكنوز,STORED DATES,جورجيا,GEORGIA,"255,540","64,800"
2020,8041021,تمر مكنوز,STORED DATES,جيبوتي,DJIBOUTI,"763,548","340,186"
2020,8041021,تمر مكنوز,STORED DATES,روسيا الاتحادية,RUSSIAN FEDERATION,"360,521","55,651"
2020,8041021,تمر مكنوز,STORED DATES,رومانيا,ROMANIA,"1,702",220
2020,8041021,تمر مكنوز,STORED DATES,ساحل العاج (كوت دي فوار),COTE D'IVOIRE,"11,050","16,000"
2020,8041021,تمر مكنوز,STORED DATES,ساو تومي وبرينسيبي,SAO TOME AND PRINCIPE,"265,000","50,000"
2020,8041021,تمر مكنوز,STORED DATES,سـلطنة عمان,SULTANATE OF OMAN,"39,630,995","8,942,116"
2020,8041021,تمر مكنوز,STORED DATES,سـنغافورة,SINGAPORE,"1,500,315","110,940"
2020,8041021,تمر مكنوز,STORED DATES,سـويسـرا,SWITZERLAND,"168,260","16,108"
2020,8041021,تمر مكنوز,STORED DATES,سـيريلنكا,SRI LANKA,"265,142","55,758"
2020,8041021,تمر مكنوز,STORED DATES,طاجاكستان,TAJIKISTAN,"267,030","50,210"
2020,8041021,تمر مكنوز,STORED DATES,غانا,GHANA,"35,000","13,000"
2020,8041021,تمر مكنوز,STORED DATES,غينيا,GUINEA,"186,057","95,958"
2020,8041021,تمر مكنوز,STORED DATES,فرنسا,FRANCE,"208,154","13,079"
2020,8041021,تمر مكنوز,STORED DATES,كازاخستان,KAZAKHSTAN,"11,666",626
2020,8041021,تمر مكنوز,STORED DATES,كندا,CANADA,"7,049,921","802,154"
2020,8041021,تمر مكنوز,STORED DATES,كوريا الجنوبية,SOUTH KOREA,"601,476","29,771"
2020,8041021,تمر مكنوز,STORED DATES,كينيا,KENYA,"972,270","171,213"
2020,8041021,تمر مكنوز,STORED DATES,لبنان,LEBANON,"1,772,644","524,325"
2020,8041021,تمر مكنوز,STORED DATES,مـاليزيا,MALAYSIA,"7,748,103","580,479"
2020,8041021,تمر مكنوز,STORED DATES,مدغشقر,MADAGASCAR,"265,000","50,000"
2020,8041021,تمر مكنوز,STORED DATES,مـصـر,EGYPT,"1,239,245","441,839"
2020,8041021,تمر مكنوز,STORED DATES,موريتانيا,MAURITANIA,"3,651,110","1,054,424"
2020,8041021,تمر مكنوز,STORED DATES,نيبـال,NEPAL,"265,000","50,000"
2020,8041021,تمر مكنوز,STORED DATES,نيجيريا,NIGERIA,"596,650","113,820"
2020,8041021,تمر مكنوز,STORED DATES,نيكراجوا,NICARAGUA,"1,643,000","310,000"
2020,8041021,تمر مكنوز,STORED DATES,نيوزلندا,NEW ZEALAND,"141,209","24,500"
2020,8041021,تمر مكنوز,STORED DATES,هولندا,NETHERLANDS,"1,754,870","81,383"
2020,8041021,تمر مكنوز,STORED DATES,هونج كونج,HONG KONG,"273,799","9,921"
2020,8041021,تمر مكنوز,STORED DATES,هوندوراس,HONDURAS,"2,453,900","463,000"
2020,8041029,غيرها من تمور,OTHER DATES,أوزباكستان,UZBEKISTAN,"126,000","63,000"
2020,8041029,غيرها من تمور,OTHER DATES,اثيوبيا,ETHIOPIA,"1,549",37
2020,8041029,غيرها من تمور,OTHER DATES,اريتيريا,ERITREA,240,200
2020,8041029,غيرها من تمور,OTHER DATES,اسبانيا,SPAIN,"112,111","2,279"
2020,8041029,غيرها من تمور,OTHER DATES,استراليا,AUSTRALIA,"3,184",334
2020,8041029,غيرها من تمور,OTHER DATES,الاردن,JORDAN,"19,412,190","4,047,181"
2020,8041029,غيرها من تمور,OTHER DATES,الامارات العربية المتحدة,UNITED ARAB EMIRATES,"77,492,469","15,709,029"
2020,8041029,غيرها من تمور,OTHER DATES,البانيا,ALBANIA,"44,240","13,430"
2020,8041029,غيرها من تمور,OTHER DATES,البحرين,BAHRAIN,"259,280","58,781"
2020,8041029,غيرها من تمور,OTHER DATES,التشيك,CZECH REPUBLIC,860,87
2020,8041029,غيرها من تمور,OTHER DATES,السـنغال,SENEGAL,"22,000","13,000"
2020,8041029,غيرها من تمور,OTHER DATES,السـودان,SUDAN,"2,903",345
2020,8041029,غيرها من تمور,OTHER DATES,السويد,SWEDEN,"86,415","23,050"
2020,8041029,غيرها من تمور,OTHER DATES,الصـين,CHINA,"1,365,406","591,691"
2020,8041029,غيرها من تمور,OTHER DATES,العراق,IRAQ,"3,116,635","1,023,560"
2020,8041029,غيرها من تمور,OTHER DATES,الـفـلبين,PHILIPPINES,"22,725","14,600"
2020,8041029,غيرها من تمور,OTHER DATES,الكويت,KUWAIT,"81,368,253","14,604,113"
2020,8041029,غيرها من تمور,OTHER DATES,المانيا,GERMANY,"107,609","7,211"
2020,8041029,غيرها من تمور,OTHER DATES,المغرب,MOROCCO,517,24
2020,8041029,غيرها من تمور,OTHER DATES,المملكة المتحدة,UNITED KINGDOM,"2,131,762","223,690"
2020,8041029,غيرها من تمور,OTHER DATES,النرويج,NORWAY,"73,534","12,712"
2020,8041029,غيرها من تمور,OTHER DATES,النمسـا,AUSTRIA,"1,597",192
2020,8041029,غيرها من تمور,OTHER DATES,النيجر,NIGER,"2,000","6,000"
2020,8041029,غيرها من تمور,OTHER DATES,الـهـنـد,INDIA,"4,544,526","865,680"
2020,8041029,غيرها من تمور,OTHER DATES,الولايات المتحدة الامريكية,U.S.A,"466,129","40,033"
2020,8041029,غيرها من تمور,OTHER DATES,انـدونيسـيا,INDONESIA,"1,478,253","433,084"
2020,8041029,غيرها من تمور,OTHER DATES,ايطاليا,ITALY,"3,371",555
2020,8041029,غيرها من تمور,OTHER DATES,باكسـتان,PAKISTAN,"610,433","42,250"
2020,8041029,غيرها من تمور,OTHER DATES,بلجيكا,BELGIUM,"731,283","43,994"
2020,8041029,غيرها من تمور,OTHER DATES,بنجـلادش,BANGLADESH,"7,518,509","3,341,274"
2020,8041029,غيرها من تمور,OTHER DATES,بنما,PANAMA,"2,432",564
2020,8041029,غيرها من تمور,OTHER DATES,بنين (داهومي),BENIN,300,"1,000"
2020,8041029,غيرها من تمور,OTHER DATES,تركيا,TURKEY,"1,294,580","381,983"
2020,8041029,غيرها من تمور,OTHER DATES,تنزانيا,TANZANIA,"467,410","138,000"
2020,8041029,غيرها من تمور,OTHER DATES,توجو,TOGO,"3,018","10,000"
2020,8041029,غيرها من تمور,OTHER DATES,جامبيا,GAMBIA,"92,000","39,000"
2020,8041029,غيرها من تمور,OTHER DATES,جزر المالديف,MALDIVES,"301,513","9,495"
2020,8041029,غيرها من تمور,OTHER DATES,جمهورية الصومال,SOMALIA,"2,842,370","1,420,421"
2020,8041029,غيرها من تمور,OTHER DATES,جنوب افريقيا,SOUTH AFRICA,"224,865","14,541"
2020,8041029,غيرها من تمور,OTHER DATES,جيبوتي,DJIBOUTI,"1,697,000","729,020"
2020,8041029,غيرها من تمور,OTHER DATES,روسيا الاتحادية,RUSSIAN FEDERATION,"277,076","42,761"
2020,8041029,غيرها من تمور,OTHER DATES,زامبيا,ZAMBIA,"9,140",792
2020,8041029,غيرها من تمور,OTHER DATES,سـلطنة عمان,SULTANATE OF OMAN,"6,174,006","1,192,675"
2020,8041029,غيرها من تمور,OTHER DATES,سـنغافورة,SINGAPORE,"1,637,001","81,167"
2020,8041029,غيرها من تمور,OTHER DATES,سـويسـرا,SWITZERLAND,"3,212",300
2020,8041029,غيرها من تمور,OTHER DATES,سـيريلنكا,SRI LANKA,"99,513","33,000"
2020,8041029,غيرها من تمور,OTHER DATES,سـيشـل,SEYCHELLES,762,45
2020,8041029,غيرها من تمور,OTHER DATES,طاجاكستان,TAJIKISTAN,"14,249","21,070"
2020,8041029,غيرها من تمور,OTHER DATES,غانا,GHANA,"20,900","25,500"
2020,8041029,غيرها من تمور,OTHER DATES,غينيا,GUINEA,"29,000","32,000"
2020,8041029,غيرها من تمور,OTHER DATES,فرنسا,FRANCE,"145,289","8,798"
2020,8041029,غيرها من تمور,OTHER DATES,قرقيزيا,KYRGYZSTAN,899,164
2020,8041029,غيرها من تمور,OTHER DATES,كازاخستان,KAZAKHSTAN,"151,696","50,560"
2020,8041029,غيرها من تمور,OTHER DATES,كندا,CANADA,"425,765","89,140"
2020,8041029,غيرها من تمور,OTHER DATES,كينيا,KENYA,"61,437","21,349"
2020,8041029,غيرها من تمور,OTHER DATES,لبنان,LEBANON,"7,354,168","1,550,799"
2020,8041029,غيرها من تمور,OTHER DATES,ليبيا,LIBYA,"53,750","52,000"
2020,8041029,غيرها من تمور,OTHER DATES,مـاليزيا,MALAYSIA,"2,156,001","313,323"
2020,8041029,غيرها من تمور,OTHER DATES,مـصـر,EGYPT,"94,910","112,608"
2020,8041029,غيرها من تمور,OTHER DATES,موريتانيا,MAURITANIA,"26,600","29,000"
2020,8041029,غيرها من تمور,OTHER DATES,موريشس,MAURITIUS,"10,000",410
2020,8041029,غيرها من تمور,OTHER DATES,موزمبيق,MOZAMBIQUE,"1,461",145
2020,8041029,غيرها من تمور,OTHER DATES,مولدافيا,MOLDOVA,"9,764",125
2020,8041029,غيرها من تمور,OTHER DATES,نيجيريا,NIGERIA,823,83
2020,8041029,غيرها من تمور,OTHER DATES,نيوزلندا,NEW ZEALAND,"1,538",217
2020,8041029,غيرها من تمور,OTHER DATES,هولندا,NETHERLANDS,"145,447","21,773"
2020,8041029,غيرها من تمور,OTHER DATES,هونج كونج,HONG KONG,"255,106","13,989"
2021,8041010,تمر طازج (رطب),FRESH DATES,ألبانيا,ALBANIA,"308,123","70,084"
2021,8041010,تمر طازج (رطب),FRESH DATES,أوزباكستان,UZBEKISTAN,"327,956","71,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,أوغندا,UGANDA,"37,099","7,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,أوكرانيا,UKRAINE,"64,937","11,740"
2021,8041010,تمر طازج (رطب),FRESH DATES,اثيوبيا,ETHIOPIA,"5,173,249","2,320,570"
2021,8041010,تمر طازج (رطب),FRESH DATES,اذربيجان,AZERBAIJAN,"1,275,183","111,245"
2021,8041010,تمر طازج (رطب),FRESH DATES,اريتيريا,ERITREA,"2,660",932
2021,8041010,تمر طازج (رطب),FRESH DATES,اسبانيا,SPAIN,"336,884","40,609"
2021,8041010,تمر طازج (رطب),FRESH DATES,استراليا,AUSTRALIA,"4,859,038","461,051"
2021,8041010,تمر طازج (رطب),FRESH DATES,افغانستان,AFGHANISTAN,"77,256","25,402"
2021,8041010,تمر طازج (رطب),FRESH DATES,الأرجنتين,ARGENTINA,"26,501","5,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,الأردن,JORDAN,"15,851,172","3,180,894"
2021,8041010,تمر طازج (رطب),FRESH DATES,الامارات العربية المتحدة,UNITED ARAB EMIRATES,"1,197,470","182,556"
2021,8041010,تمر طازج (رطب),FRESH DATES,البحرين,BAHRAIN,"425,086","169,339"
2021,8041010,تمر طازج (رطب),FRESH DATES,البرازيل,BRAZIL,"1,778",320
2021,8041010,تمر طازج (رطب),FRESH DATES,البوسنة والهرسك,BOSNIA AND HERZEGOVINA,"307,402","58,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,الجزائر,ALGERIA,"2,053,015","350,380"
2021,8041010,تمر طازج (رطب),FRESH DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"895,570","524,095"
2021,8041010,تمر طازج (رطب),FRESH DATES,السنغال,SENEGAL,"515,150","184,177"
2021,8041010,تمر طازج (رطب),FRESH DATES,السودان,SUDAN,"2,863,518","762,492"
2021,8041010,تمر طازج (رطب),FRESH DATES,السويد,SWEDEN,"4,126,640","683,167"
2021,8041010,تمر طازج (رطب),FRESH DATES,الصين,CHINA,"7,742,987","4,244,502"
2021,8041010,تمر طازج (رطب),FRESH DATES,العراق,IRAQ,"4,399",680
2021,8041010,تمر طازج (رطب),FRESH DATES,الفلبين,PHILIPPINES,"830,207","127,105"
2021,8041010,تمر طازج (رطب),FRESH DATES,الكاميرون,CAMEROON,"293,001","55,500"
2021,8041010,تمر طازج (رطب),FRESH DATES,الكويت,KUWAIT,"15,161,752","3,388,977"
2021,8041010,تمر طازج (رطب),FRESH DATES,المالديف,MALDIVES,"246,777","18,836"
2021,8041010,تمر طازج (رطب),FRESH DATES,المانيا,GERMANY,"9,272,502","1,068,531"
2021,8041010,تمر طازج (رطب),FRESH DATES,المغرب,MOROCCO,"63,654,043","7,740,662"
2021,8041010,تمر طازج (رطب),FRESH DATES,المملكة المتحدة,UNITED KINGDOM,"21,075,691","2,425,071"
2021,8041010,تمر طازج (رطب),FRESH DATES,النرويج,NORWAY,"191,854","50,200"
2021,8041010,تمر طازج (رطب),FRESH DATES,النمسا,AUSTRIA,"21,870","3,815"
2021,8041010,تمر طازج (رطب),FRESH DATES,النيجر,NIGER,"547,675","124,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,الهند,INDIA,"36,825,881","9,521,176"
2021,8041010,تمر طازج (رطب),FRESH DATES,الولايات المتحدة الأمريكية,U.S.A,"7,579,898","704,847"
2021,8041010,تمر طازج (رطب),FRESH DATES,اليابان,JAPAN,"3,058,159","98,547"
2021,8041010,تمر طازج (رطب),FRESH DATES,اليونان,GREECE,"504,971","108,500"
2021,8041010,تمر طازج (رطب),FRESH DATES,اندونيسيا,INDONESIA,"59,907,129","13,891,637"
2021,8041010,تمر طازج (رطب),FRESH DATES,ايطاليا,ITALY,"151,574","57,992"
2021,8041010,تمر طازج (رطب),FRESH DATES,باكستان,PAKISTAN,"2,140,280","652,630"
2021,8041010,تمر طازج (رطب),FRESH DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"4,948,215","261,658"
2021,8041010,تمر طازج (رطب),FRESH DATES,بلجيكا,BELGIUM,"2,289,045","324,129"
2021,8041010,تمر طازج (رطب),FRESH DATES,بلغاريا,BULGARIA,"265,000","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,بنغلاديش,BANGLADESH,"14,858,824","5,915,393"
2021,8041010,تمر طازج (رطب),FRESH DATES,بنين,BENIN,"282,494","112,300"
2021,8041010,تمر طازج (رطب),FRESH DATES,بوركينا فاسو,BURKINA FASO,"265,001","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,بوروندي,BURUNDI,"17,675","24,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,تايلاند,THAILAND,"74,599","22,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,تايوان,TAIWAN,"82,013","4,100"
2021,8041010,تمر طازج (رطب),FRESH DATES,تركيا,TURKEY,"31,460,348","7,981,483"
2021,8041010,تمر طازج (رطب),FRESH DATES,ترينيداد وتوباغو,TRINIDAD AND TOBAGO,"363,782","49,180"
2021,8041010,تمر طازج (رطب),FRESH DATES,تشاد,CHAD,"588,300","111,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,تنزانيا,TANZANIA,"2,129,339","668,483"
2021,8041010,تمر طازج (رطب),FRESH DATES,توجو,TOGO,"557,936","185,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,تونس,TUNISIA,"3,536",600
2021,8041010,تمر طازج (رطب),FRESH DATES,جامبيا,GAMBIA,"410,675","178,110"
2021,8041010,تمر طازج (رطب),FRESH DATES,جزر القمر,COMOROS,"312,567","80,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,جمهورية الصومال,SOMALIA,"20,813,204","8,632,410"
2021,8041010,تمر طازج (رطب),FRESH DATES,جمهورية جنوب السودان,SOUTH SUDAN,"286,585","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,جنوب افريقيا,SOUTH AFRICA,"2,578,719","468,233"
2021,8041010,تمر طازج (رطب),FRESH DATES,جيبوتي,DJIBOUTI,"15,890,702","5,708,890"
2021,8041010,تمر طازج (رطب),FRESH DATES,روسيا الاتحادية,RUSSIAN FEDERATION,"4,550,344","578,855"
2021,8041010,تمر طازج (رطب),FRESH DATES,زامبيا,ZAMBIA,"265,000","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,ساحل العاج (كوت ديفوار),COTE D'IVOIRE,"427,605","85,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,سريلانكا,SRI LANKA,"2,404,492","565,962"
2021,8041010,تمر طازج (رطب),FRESH DATES,سلطنة عمان,SULTANATE OF OMAN,"591,155","259,394"
2021,8041010,تمر طازج (رطب),FRESH DATES,سلوفينيا,SLOVENIA,"54,919","11,440"
2021,8041010,تمر طازج (رطب),FRESH DATES,سنغافورة,SINGAPORE,"4,138,503","280,122"
2021,8041010,تمر طازج (رطب),FRESH DATES,سوريا,SYRIA,"153,563","23,400"
2021,8041010,تمر طازج (رطب),FRESH DATES,سويسرا,SWITZERLAND,"1,303,141","51,800"
2021,8041010,تمر طازج (رطب),FRESH DATES,سيراليون,SIERRA LEONE,"94,419","60,600"
2021,8041010,تمر طازج (رطب),FRESH DATES,طاجاكستان,TAJIKISTAN,"176,957","44,543"
2021,8041010,تمر طازج (رطب),FRESH DATES,غانا,GHANA,"313,185","74,500"
2021,8041010,تمر طازج (رطب),FRESH DATES,غينيا,GUINEA,"651,725","286,430"
2021,8041010,تمر طازج (رطب),FRESH DATES,غينيا الفرنسية,FRENCH GUIANA,"19,540","24,500"
2021,8041010,تمر طازج (رطب),FRESH DATES,فرنسا,FRANCE,"5,470,260","793,210"
2021,8041010,تمر طازج (رطب),FRESH DATES,فنزويلا,VENEZUELA,"54,900","12,750"
2021,8041010,تمر طازج (رطب),FRESH DATES,قرغيزستان (قرغيزيا),KYRGYZSTAN,"29,400","19,600"
2021,8041010,تمر طازج (رطب),FRESH DATES,قطر,QATAR,"19,049","2,924"
2021,8041010,تمر طازج (رطب),FRESH DATES,كازاخستان,KAZAKHSTAN,"1,254,062","383,650"
2021,8041010,تمر طازج (رطب),FRESH DATES,كرواتيا,CROATIA,"38,368","23,772"
2021,8041010,تمر طازج (رطب),FRESH DATES,كندا,CANADA,"7,304,124","1,031,250"
2021,8041010,تمر طازج (رطب),FRESH DATES,كوبا,CUBA,"10,969","2,710"
2021,8041010,تمر طازج (رطب),FRESH DATES,كوريا الجنوبية,SOUTH KOREA,"251,480","15,292"
2021,8041010,تمر طازج (رطب),FRESH DATES,كينيا,KENYA,"3,832,653","1,208,007"
2021,8041010,تمر طازج (رطب),FRESH DATES,لبنان,LEBANON,"3,950,872","1,631,337"
2021,8041010,تمر طازج (رطب),FRESH DATES,ليبيا,LIBYA,"570,655","92,884"
2021,8041010,تمر طازج (رطب),FRESH DATES,ليبيريا,LIBERIA,"265,000","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,مالي,MALI,"265,001","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,ماليزيا,MALAYSIA,"33,629,789","3,382,753"
2021,8041010,تمر طازج (رطب),FRESH DATES,مدغشقر,MADAGASCAR,"265,000","50,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,مصر,EGYPT,"10,033,235","6,031,453"
2021,8041010,تمر طازج (رطب),FRESH DATES,موريتانيا,MAURITANIA,"5,694,343","2,062,247"
2021,8041010,تمر طازج (رطب),FRESH DATES,موريشيوس,MAURITIUS,"408,748","53,381"
2021,8041010,تمر طازج (رطب),FRESH DATES,نيجيريا,NIGERIA,"561,711","118,899"
2021,8041010,تمر طازج (رطب),FRESH DATES,نيكاراجوا,NICARAGUA,"1,757,904","310,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,نيوزيلندا,NEW ZEALAND,"177,735","21,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,هندوراس,HONDURAS,"2,655,693","463,000"
2021,8041010,تمر طازج (رطب),FRESH DATES,هولندا,NETHERLANDS,"10,463,626","1,336,247"
2021,8041010,تمر طازج (رطب),FRESH DATES,هونج كونج,HONG KONG,"492,078","24,161"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ألبانيا,ALBANIA,"132,499","25,000"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,أوزباكستان,UZBEKISTAN,"34,488","5,045"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,أوغندا,UGANDA,"1,000",96
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,أوكرانيا,UKRAINE,"1,815",390
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اثيوبيا,ETHIOPIA,"261,771","95,900"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اذربيجان,AZERBAIJAN,"6,143","2,046"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اريتيريا,ERITREA,"529,999","100,000"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اسبانيا,SPAIN,"98,372","10,336"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,استراليا,AUSTRALIA,"988,443","59,264"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,افغانستان,AFGHANISTAN,"535,300","100,000"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الأرجنتين,ARGENTINA,"1,775",310
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الأردن,JORDAN,"26,138,731","5,689,013"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الامارات العربية المتحدة,UNITED ARAB EMIRATES,"170,517,302","48,915,209"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البحرين,BAHRAIN,"8,288,014","2,699,848"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البرتغال,PORTUGAL,"1,775",310
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البوسنة والهرسك,BOSNIA AND HERZEGOVINA,"4,064","1,840"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الجابون,GABON,"2,000","1,283"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الجزائر,ALGERIA,"92,344","22,268"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"124,856,947","66,582,492"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السنغال,SENEGAL,"212,385","60,890"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السودان,SUDAN,"786,854","388,007"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السويد,SWEDEN,"181,743","39,352"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الصين,CHINA,"282,584","124,324"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,العراق,IRAQ,"6,300",776
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الفلبين,PHILIPPINES,"2,775",664
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الكويت,KUWAIT,"39,062,107","8,184,195"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المالديف,MALDIVES,"369,434","30,693"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المانيا,GERMANY,"1,133,405","105,874"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المجر (هنغاريا),HUNGARY,"1,000",448
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المغرب,MOROCCO,"3,253,868","422,780"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المملكة المتحدة,UNITED KINGDOM,"3,649,188","410,281"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,النرويج,NORWAY,"61,776","16,310"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,النمسا,AUSTRIA,"1,773",300
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الهند,INDIA,"3,838,872","1,064,271"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الولايات المتحدة الأمريكية,U.S.A,"6,528,528","479,005"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اليابان,JAPAN,"2,015",310
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اليونان,GREECE,"1,768",300
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اندونيسيا,INDONESIA,"1,683,121","586,443"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ايرلندا,IRELAND,"98,758","9,556"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ايطاليا,ITALY,"14,925","1,415"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,باكستان,PAKISTAN,"75,644","14,538"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"563,697","19,788"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بلجيكا,BELGIUM,"158,358","5,300"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بلغاريا,BULGARIA,"1,775",310
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بنغلاديش,BANGLADESH,"3,736,991","1,738,154"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بنين,BENIN,"9,000","4,000"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بولندا,POLAND,"12,655","1,156"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تركيا,TURKEY,"2,920,445","691,878"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تشاد,CHAD,"4,736",955
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تنزانيا,TANZANIA,"493,500","213,400"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,توجو,TOGO,"276,460","130,100"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تونس,TUNISIA,"6,275","1,571"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جامبيا,GAMBIA,"17,285","9,360"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جمهورية الصومال,SOMALIA,"457,416","299,520"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جنوب افريقيا,SOUTH AFRICA,"682,433","43,144"
2021,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جورجيا,GEORGIA,"302,662","96,900"
